entrezgene,Gene symbol,description,num_trial,num_over,p-val,q_val,expression
79837,PIP4K2C,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma [Source:HGNC Symbol;Acc:HGNC:23786],14,5,0.001640363,0.017492559,Overexpressed
6237,RRAS,RAS related [Source:HGNC Symbol;Acc:HGNC:10447],20,6,0.001568256,0.017529503,Overexpressed
6884,TAF13,TATA-box binding protein associated factor 13 [Source:HGNC Symbol;Acc:HGNC:11546],14,5,0.001640363,0.017533239,Overexpressed
58472,SQOR,sulfide quinone oxidoreductase [Source:HGNC Symbol;Acc:HGNC:20390],20,6,0.001568256,0.01757268,Overexpressed
57088,PLSCR4,phospholipid scramblase 4 [Source:HGNC Symbol;Acc:HGNC:16497],14,5,0.001640363,0.017574109,Overexpressed
56128,PCDHB8,protocadherin beta 8 [Source:HGNC Symbol;Acc:HGNC:8693],14,5,0.001640363,0.01761517,Overexpressed
57659,ZBTB4,zinc finger and BTB domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23847],20,6,0.001568256,0.017616069,Overexpressed
55129,ANO10,anoctamin 10 [Source:HGNC Symbol;Acc:HGNC:25519],14,5,0.001640363,0.017656423,Overexpressed
57556,SEMA6A,semaphorin 6A [Source:HGNC Symbol;Acc:HGNC:10738],20,6,0.001568256,0.017659673,Overexpressed
55106,SLFN12,schlafen family member 12 [Source:HGNC Symbol;Acc:HGNC:25500],14,5,0.001640363,0.01769787,Overexpressed
57493,HEG1,heart development protein with EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:29227],20,6,0.001568256,0.017703494,Overexpressed
388115,CCDC9B,coiled-coil domain containing 9B [Source:HGNC Symbol;Acc:HGNC:33488],14,5,0.001640363,0.017739512,Overexpressed
57153,SLC44A2,solute carrier family 44 member 2 [Source:HGNC Symbol;Acc:HGNC:17292],20,6,0.001568256,0.017747532,Overexpressed
344148,NCKAP5,NCK associated protein 5 [Source:HGNC Symbol;Acc:HGNC:29847],14,5,0.001640363,0.017781351,Overexpressed
5648,MASP1,mannan binding lectin serine peptidase 1 [Source:HGNC Symbol;Acc:HGNC:6901],20,6,0.001568256,0.01779179,Overexpressed
29967,LRP12,LDL receptor related protein 12 [Source:HGNC Symbol;Acc:HGNC:31708],14,5,0.001640363,0.017823387,Overexpressed
54947,LPCAT2,lysophosphatidylcholine acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:26032],20,6,0.001568256,0.01783627,Overexpressed
291,SLC25A4,solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990],14,5,0.001640363,0.017865623,Overexpressed
51635,DHRS7,dehydrogenase/reductase 7 [Source:HGNC Symbol;Acc:HGNC:21524],20,6,0.001568256,0.017880972,Overexpressed
126820,WDR63,WD repeat domain 63 [Source:HGNC Symbol;Acc:HGNC:30711],14,5,0.001640363,0.017908059,Overexpressed
51573,GDE1,glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:29644],20,6,0.001568256,0.017925899,Overexpressed
1029,CDKN2A,cyclin dependent kinase inhibitor 2A [Source:HGNC Symbol;Acc:HGNC:1787],14,5,0.001640363,0.017950697,Overexpressed
4638,MYLK,myosin light chain kinase [Source:HGNC Symbol;Acc:HGNC:7590],20,6,0.001568256,0.017971053,Overexpressed
412,STS,steroid sulfatase [Source:HGNC Symbol;Acc:HGNC:11425],20,6,0.001568256,0.018016434,Overexpressed
4015,LOX,lysyl oxidase [Source:HGNC Symbol;Acc:HGNC:6664],20,6,0.001568256,0.018062045,Overexpressed
390,RND3,Rho family GTPase 3 [Source:HGNC Symbol;Acc:HGNC:671],20,6,0.001568256,0.018107888,Overexpressed
378,ARF4,ADP ribosylation factor 4 [Source:HGNC Symbol;Acc:HGNC:655],20,6,0.001568256,0.018153964,Overexpressed
3693,ITGB5,integrin subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:6160],20,6,0.001568256,0.018200275,Overexpressed
3685,ITGAV,integrin subunit alpha V [Source:HGNC Symbol;Acc:HGNC:6150],20,6,0.001568256,0.018246823,Overexpressed
3673,ITGA2,integrin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6137],20,6,0.001568256,0.01829361,Overexpressed
347735,SERINC2,serine incorporator 2 [Source:HGNC Symbol;Acc:HGNC:23231],20,6,0.001568256,0.018340637,Overexpressed
307,ANXA4,annexin A4 [Source:HGNC Symbol;Acc:HGNC:542],20,6,0.001568256,0.018387907,Overexpressed
2804,GOLGB1,golgin B1 [Source:HGNC Symbol;Acc:HGNC:4429],20,6,0.001568256,0.018435421,Overexpressed
2673,GFPT1,glutamine--fructose-6-phosphate transaminase 1 [Source:HGNC Symbol;Acc:HGNC:4241],20,6,0.001568256,0.018483181,Overexpressed
26123,TCTN3,tectonic family member 3 [Source:HGNC Symbol;Acc:HGNC:24519],20,6,0.001568256,0.018531189,Overexpressed
26064,RAI14,retinoic acid induced 14 [Source:HGNC Symbol;Acc:HGNC:14873],20,6,0.001568256,0.018579448,Overexpressed
22808,MRAS,muscle RAS oncogene homolog [Source:HGNC Symbol;Acc:HGNC:7227],20,6,0.001568256,0.018627958,Overexpressed
2202,EFEMP1,EGF containing fibulin extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3218],20,6,0.001568256,0.018676722,Overexpressed
1318,SLC31A2,solute carrier family 31 member 2 [Source:HGNC Symbol;Acc:HGNC:11017],20,6,0.001568256,0.018725743,Overexpressed
115817,DHRS1,dehydrogenase/reductase 1 [Source:HGNC Symbol;Acc:HGNC:16445],20,6,0.001568256,0.018775021,Overexpressed
112770,GLMP,glycosylated lysosomal membrane protein [Source:HGNC Symbol;Acc:HGNC:29436],20,6,0.001568256,0.018824559,Overexpressed
11221,DUSP10,dual specificity phosphatase 10 [Source:HGNC Symbol;Acc:HGNC:3065],20,6,0.001568256,0.01887436,Overexpressed
10966,RAB40B,"RAB40B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18284]",20,6,0.001568256,0.018924424,Overexpressed
10397,NDRG1,N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:HGNC:7679],20,6,0.001568256,0.018974755,Overexpressed
64114,TMBIM1,transmembrane BAX inhibitor motif containing 1 [Source:HGNC Symbol;Acc:HGNC:23410],9,4,0.001952841,0.021567754,Overexpressed
7168,TPM1,tropomyosin 1 [Source:HGNC Symbol;Acc:HGNC:12010],21,6,0.002071502,0.023027974,Overexpressed
3913,LAMB2,laminin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6487],21,6,0.002071502,0.023080911,Overexpressed
2034,EPAS1,endothelial PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:3374],21,6,0.002071502,0.023134093,Overexpressed
9123,SLC16A3,solute carrier family 16 member 3 [Source:HGNC Symbol;Acc:HGNC:10924],15,5,0.002324938,0.024932101,Overexpressed
90411,MCFD2,multiple coagulation factor deficiency 2 [Source:HGNC Symbol;Acc:HGNC:18451],15,5,0.002324938,0.02498595,Overexpressed
8974,P4HA2,prolyl 4-hydroxylase subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8547],15,5,0.002324938,0.025040032,Overexpressed
84709,MGARP,mitochondria localized glutamic acid rich protein [Source:HGNC Symbol;Acc:HGNC:29969],15,5,0.002324938,0.025094349,Overexpressed
83657,DYNLRB2,dynein light chain roadblock-type 2 [Source:HGNC Symbol;Acc:HGNC:15467],15,5,0.002324938,0.025148902,Overexpressed
80380,PDCD1LG2,programmed cell death 1 ligand 2 [Source:HGNC Symbol;Acc:HGNC:18731],15,5,0.002324938,0.025203693,Overexpressed
80328,ULBP2,UL16 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14894],15,5,0.002324938,0.025258723,Overexpressed
718,C3,complement C3 [Source:HGNC Symbol;Acc:HGNC:1318],15,5,0.002324938,0.025313993,Overexpressed
57205,ATP10D,ATPase phospholipid transporting 10D (putative) [Source:HGNC Symbol;Acc:HGNC:13549],15,5,0.002324938,0.025369507,Overexpressed
57192,MCOLN1,mucolipin 1 [Source:HGNC Symbol;Acc:HGNC:13356],15,5,0.002324938,0.025425264,Overexpressed
56851,EMC7,ER membrane protein complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:24301],15,5,0.002324938,0.025481266,Overexpressed
55959,SULF2,sulfatase 2 [Source:HGNC Symbol;Acc:HGNC:20392],15,5,0.002324938,0.025537516,Overexpressed
55313,CPPED1,calcineurin like phosphoesterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25632],15,5,0.002324938,0.025594015,Overexpressed
5476,CTSA,cathepsin A [Source:HGNC Symbol;Acc:HGNC:9251],15,5,0.002324938,0.025650765,Overexpressed
54682,MANSC1,MANSC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25505],15,5,0.002324938,0.025707767,Overexpressed
54480,CHPF2,chondroitin polymerizing factor 2 [Source:HGNC Symbol;Acc:HGNC:29270],15,5,0.002324938,0.025765022,Overexpressed
51513,ETV7,ETS variant 7 [Source:HGNC Symbol;Acc:HGNC:18160],15,5,0.002324938,0.025822533,Overexpressed
387763,C11orf96,chromosome 11 open reading frame 96 [Source:HGNC Symbol;Acc:HGNC:38675],15,5,0.002324938,0.025880302,Overexpressed
3437,IFIT3,interferon induced protein with tetratricopeptide repeats 3 [Source:HGNC Symbol;Acc:HGNC:5411],15,5,0.002324938,0.02593833,Overexpressed
3106,HLA-B,"major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:HGNC:4932]",15,5,0.002324938,0.025996618,Overexpressed
272,AMPD3,adenosine monophosphate deaminase 3 [Source:HGNC Symbol;Acc:HGNC:470],15,5,0.002324938,0.026055169,Overexpressed
22911,WDR47,WD repeat domain 47 [Source:HGNC Symbol;Acc:HGNC:29141],15,5,0.002324938,0.026113984,Overexpressed
221662,RBM24,RNA binding motif protein 24 [Source:HGNC Symbol;Acc:HGNC:21539],15,5,0.002324938,0.026173066,Overexpressed
1606,DGKA,diacylglycerol kinase alpha [Source:HGNC Symbol;Acc:HGNC:2849],15,5,0.002324938,0.026232415,Overexpressed
147685,C19orf18,chromosome 19 open reading frame 18 [Source:HGNC Symbol;Acc:HGNC:28642],15,5,0.002324938,0.026292034,Overexpressed
140606,SELENOM,selenoprotein M [Source:HGNC Symbol;Acc:HGNC:30397],15,5,0.002324938,0.026351925,Overexpressed
131583,FAM43A,family with sequence similarity 43 member A [Source:HGNC Symbol;Acc:HGNC:26888],15,5,0.002324938,0.026412089,Overexpressed
1008,CDH10,cadherin 10 [Source:HGNC Symbol;Acc:HGNC:1749],15,5,0.002324938,0.026472529,Overexpressed
9751,SNPH,syntaphilin [Source:HGNC Symbol;Acc:HGNC:15931],16,5,0.003195709,0.035031368,Overexpressed
9644,SH3PXD2A,SH3 and PX domains 2A [Source:HGNC Symbol;Acc:HGNC:23664],16,5,0.003195709,0.035103301,Overexpressed
347273,CAVIN4,caveolae associated protein 4 [Source:HGNC Symbol;Acc:HGNC:33742],10,4,0.003081857,0.035162806,Overexpressed
92737,DNER,delta/notch like EGF repeat containing [Source:HGNC Symbol;Acc:HGNC:24456],16,5,0.003195709,0.03517553,Overexpressed
92565,FANK1,fibronectin type III and ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:23527],16,5,0.003195709,0.035248057,Overexpressed
92255,LMBRD2,LMBR1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25287],16,5,0.003195709,0.035320883,Overexpressed
858,CAV2,caveolin 2 [Source:HGNC Symbol;Acc:HGNC:1528],16,5,0.003195709,0.035394011,Overexpressed
84419,C15orf48,chromosome 15 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:29898],16,5,0.003195709,0.035467443,Overexpressed
7345,UCHL1,ubiquitin C-terminal hydrolase L1 [Source:HGNC Symbol;Acc:HGNC:12513],16,5,0.003195709,0.03554118,Overexpressed
59353,TMEM35A,transmembrane protein 35A [Source:HGNC Symbol;Acc:HGNC:25864],16,5,0.003195709,0.035615224,Overexpressed
58480,RHOU,ras homolog family member U [Source:HGNC Symbol;Acc:HGNC:17794],16,5,0.003195709,0.035689577,Overexpressed
5654,HTRA1,HtrA serine peptidase 1 [Source:HGNC Symbol;Acc:HGNC:9476],16,5,0.003195709,0.035764242,Overexpressed
56133,PCDHB2,protocadherin beta 2 [Source:HGNC Symbol;Acc:HGNC:8687],16,5,0.003195709,0.035839219,Overexpressed
4314,MMP3,matrix metallopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:7173],16,5,0.003195709,0.035914512,Overexpressed
3988,LIPA,"lipase A, lysosomal acid type [Source:HGNC Symbol;Acc:HGNC:6617]",16,5,0.003195709,0.035990121,Overexpressed
3627,CXCL10,C-X-C motif chemokine ligand 10 [Source:HGNC Symbol;Acc:HGNC:10637],16,5,0.003195709,0.03606605,Overexpressed
3383,ICAM1,intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344],16,5,0.003195709,0.036142299,Overexpressed
283130,SLC25A45,solute carrier family 25 member 45 [Source:HGNC Symbol;Acc:HGNC:27442],16,5,0.003195709,0.036218872,Overexpressed
26994,RNF11,ring finger protein 11 [Source:HGNC Symbol;Acc:HGNC:10056],16,5,0.003195709,0.03629577,Overexpressed
23780,APOL2,apolipoprotein L2 [Source:HGNC Symbol;Acc:HGNC:619],16,5,0.003195709,0.036372995,Overexpressed
23158,TBC1D9,TBC1 domain family member 9 [Source:HGNC Symbol;Acc:HGNC:21710],16,5,0.003195709,0.036450549,Overexpressed
203259,FAM219A,family with sequence similarity 219 member A [Source:HGNC Symbol;Acc:HGNC:19920],16,5,0.003195709,0.036528435,Overexpressed
158038,LINGO2,leucine rich repeat and Ig domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21207],16,5,0.003195709,0.036606654,Overexpressed
113146,AHNAK2,AHNAK nucleoprotein 2 [Source:HGNC Symbol;Acc:HGNC:20125],16,5,0.003195709,0.036685209,Overexpressed
9144,SYNGR2,synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499],17,5,0.004278705,0.046503267,Overexpressed
83464,APH1B,"aph-1 homolog B, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:24080]",17,5,0.004278705,0.046591844,Overexpressed
80210,ARMC9,armadillo repeat containing 9 [Source:HGNC Symbol;Acc:HGNC:20730],17,5,0.004278705,0.04668076,Overexpressed
7857,SCG2,secretogranin II [Source:HGNC Symbol;Acc:HGNC:10575],17,5,0.004278705,0.046770016,Overexpressed
7844,RNF103,ring finger protein 103 [Source:HGNC Symbol;Acc:HGNC:12859],17,5,0.004278705,0.046859614,Overexpressed
7098,TLR3,toll like receptor 3 [Source:HGNC Symbol;Acc:HGNC:11849],17,5,0.004278705,0.046949555,Overexpressed
685,BTC,betacellulin [Source:HGNC Symbol;Acc:HGNC:1121],17,5,0.004278705,0.047039843,Overexpressed
64374,SIL1,SIL1 nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:24624],17,5,0.004278705,0.047130478,Overexpressed
64135,IFIH1,interferon induced with helicase C domain 1 [Source:HGNC Symbol;Acc:HGNC:18873],17,5,0.004278705,0.047221464,Overexpressed
57157,PHTF2,putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411],17,5,0.004278705,0.047312801,Overexpressed
55971,BAIAP2L1,BAI1 associated protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649],17,5,0.004278705,0.047404493,Overexpressed
54805,CNNM2,cyclin and CBS domain divalent metal cation transport mediator 2 [Source:HGNC Symbol;Acc:HGNC:103],17,5,0.004278705,0.04749654,Overexpressed
5420,PODXL,podocalyxin like [Source:HGNC Symbol;Acc:HGNC:9171],17,5,0.004278705,0.047588946,Overexpressed
50650,ARHGEF3,Rho guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:683],17,5,0.004278705,0.047681712,Overexpressed
50617,ATP6V0A4,ATPase H+ transporting V0 subunit a4 [Source:HGNC Symbol;Acc:HGNC:866],17,5,0.004278705,0.04777484,Overexpressed
492311,IGIP,IgA inducing protein [Source:HGNC Symbol;Acc:HGNC:33847],17,5,0.004278705,0.047868333,Overexpressed
4675,NAP1L3,nucleosome assembly protein 1 like 3 [Source:HGNC Symbol;Acc:HGNC:7639],17,5,0.004278705,0.047962193,Overexpressed
441631,TSPAN11,tetraspanin 11 [Source:HGNC Symbol;Acc:HGNC:30795],17,5,0.004278705,0.048056421,Overexpressed
4232,MEST,mesoderm specific transcript [Source:HGNC Symbol;Acc:HGNC:7028],17,5,0.004278705,0.04815102,Overexpressed
401474,SAMD12,sterile alpha motif domain containing 12 [Source:HGNC Symbol;Acc:HGNC:31750],17,5,0.004278705,0.048245993,Overexpressed
399694,SHC4,SHC adaptor protein 4 [Source:HGNC Symbol;Acc:HGNC:16743],17,5,0.004278705,0.04834134,Overexpressed
386618,KCTD4,potassium channel tetramerization domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23227],17,5,0.004278705,0.048437066,Overexpressed
27175,TUBG2,tubulin gamma 2 [Source:HGNC Symbol;Acc:HGNC:12419],17,5,0.004278705,0.048533171,Overexpressed
26270,FBXO6,F-box protein 6 [Source:HGNC Symbol;Acc:HGNC:13585],17,5,0.004278705,0.048629659,Overexpressed
26037,SIPA1L1,signal induced proliferation associated 1 like 1 [Source:HGNC Symbol;Acc:HGNC:20284],17,5,0.004278705,0.04872653,Overexpressed
23639,LRRC6,leucine rich repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:16725],17,5,0.004278705,0.048823789,Overexpressed
23213,SULF1,sulfatase 1 [Source:HGNC Symbol;Acc:HGNC:20391],17,5,0.004278705,0.048921437,Overexpressed
22999,RIMS1,regulating synaptic membrane exocytosis 1 [Source:HGNC Symbol;Acc:HGNC:17282],17,5,0.004278705,0.049019475,Overexpressed
222663,SCUBE3,"signal peptide, CUB domain and EGF like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:13655]",17,5,0.004278705,0.049117908,Overexpressed
220213,OTUD1,OTU deubiquitinase 1 [Source:HGNC Symbol;Acc:HGNC:27346],17,5,0.004278705,0.049216737,Overexpressed
220002,CYB561A3,cytochrome b561 family member A3 [Source:HGNC Symbol;Acc:HGNC:23014],17,5,0.004278705,0.049315964,Overexpressed
21,ABCA3,ATP binding cassette subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:33],17,5,0.004278705,0.049415592,Overexpressed
1734,DIO2,iodothyronine deiodinase 2 [Source:HGNC Symbol;Acc:HGNC:2884],17,5,0.004278705,0.049515624,Overexpressed
1643,DDB2,damage specific DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2718],17,5,0.004278705,0.049616061,Overexpressed
162073,ITPRIPL2,ITPRIP like 2 [Source:HGNC Symbol;Acc:HGNC:27257],17,5,0.004278705,0.049716907,Overexpressed
10628,TXNIP,thioredoxin interacting protein [Source:HGNC Symbol;Acc:HGNC:16952],17,5,0.004278705,0.049818163,Overexpressed
10410,IFITM3,interferon induced transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:5414],17,5,0.004278705,0.049919833,Overexpressed
10085,EDIL3,EGF like repeats and discoidin domains 3 [Source:HGNC Symbol;Acc:HGNC:3173],17,5,0.004278705,0.050021919,Overexpressed
55872,PBK,PDZ binding kinase [Source:HGNC Symbol;Acc:HGNC:18282],20,13,9.25E-11,7.66E-09,Underexpressed
9156,EXO1,exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3511],21,13,2.26E-10,1.12E-08,Underexpressed
890,CCNA2,cyclin A2 [Source:HGNC Symbol;Acc:HGNC:1578],21,13,2.26E-10,1.49E-08,Underexpressed
54892,NCAPG2,non-SMC condensin II complex subunit G2 [Source:HGNC Symbol;Acc:HGNC:21904],20,13,9.25E-11,1.53E-08,Underexpressed
83540,NUF2,"NUF2, NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:14621]",19,12,8.16E-10,2.59E-08,Underexpressed
51203,NUSAP1,nucleolar and spindle associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18538],19,12,8.16E-10,2.96E-08,Underexpressed
221150,SKA3,spindle and kinetochore associated complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:20262],19,12,8.16E-10,3.45E-08,Underexpressed
10460,TACC3,transforming acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:HGNC:11524],19,12,8.16E-10,4.14E-08,Underexpressed
6790,AURKA,aurora kinase A [Source:HGNC Symbol;Acc:HGNC:11393],20,12,1.90E-09,4.74E-08,Underexpressed
65008,MRPL1,mitochondrial ribosomal protein L1 [Source:HGNC Symbol;Acc:HGNC:14275],20,12,1.90E-09,5.17E-08,Underexpressed
55355,HJURP,Holliday junction recognition protein [Source:HGNC Symbol;Acc:HGNC:25444],20,12,1.90E-09,5.68E-08,Underexpressed
4085,MAD2L1,mitotic arrest deficient 2 like 1 [Source:HGNC Symbol;Acc:HGNC:6763],20,12,1.90E-09,6.32E-08,Underexpressed
7083,TK1,thymidine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11830],21,12,4.13E-09,1.11E-07,Underexpressed
83879,CDCA7,cell division cycle associated 7 [Source:HGNC Symbol;Acc:HGNC:14628],18,11,7.00E-09,1.80E-07,Underexpressed
699,BUB1,BUB1 mitotic checkpoint serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1148],18,11,7.00E-09,1.93E-07,Underexpressed
9833,MELK,maternal embryonic leucine zipper kinase [Source:HGNC Symbol;Acc:HGNC:16870],19,11,1.55E-08,3.17E-07,Underexpressed
983,CDK1,cyclin dependent kinase 1 [Source:HGNC Symbol;Acc:HGNC:1722],19,11,1.55E-08,3.32E-07,Underexpressed
7272,TTK,TTK protein kinase [Source:HGNC Symbol;Acc:HGNC:12401],19,11,1.55E-08,3.49E-07,Underexpressed
54443,ANLN,anillin actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082],19,11,1.55E-08,3.67E-07,Underexpressed
51514,DTL,denticleless E3 ubiquitin protein ligase homolog [Source:HGNC Symbol;Acc:HGNC:30288],19,11,1.55E-08,3.88E-07,Underexpressed
4172,MCM3,minichromosome maintenance complex component 3 [Source:HGNC Symbol;Acc:HGNC:6945],19,11,1.55E-08,4.11E-07,Underexpressed
332,BIRC5,baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593],19,11,1.55E-08,4.36E-07,Underexpressed
9319,TRIP13,thyroid hormone receptor interactor 13 [Source:HGNC Symbol;Acc:HGNC:12307],20,11,3.21E-08,6.41E-07,Underexpressed
79682,CENPU,centromere protein U [Source:HGNC Symbol;Acc:HGNC:21348],20,11,3.21E-08,6.67E-07,Underexpressed
29028,ATAD2,"ATPase family, AAA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30123]",20,11,3.21E-08,6.95E-07,Underexpressed
11130,ZWINT,ZW10 interacting kinetochore protein [Source:HGNC Symbol;Acc:HGNC:13195],20,11,3.21E-08,7.25E-07,Underexpressed
9768,PCLAF,PCNA clamp associated factor [Source:HGNC Symbol;Acc:HGNC:28961],21,11,6.29E-08,1.06E-06,Underexpressed
9493,KIF23,kinesin family member 23 [Source:HGNC Symbol;Acc:HGNC:6392],21,11,6.29E-08,1.09E-06,Underexpressed
7913,DEK,DEK proto-oncogene [Source:HGNC Symbol;Acc:HGNC:2768],21,11,6.29E-08,1.13E-06,Underexpressed
7570,ZNF22,zinc finger protein 22 [Source:HGNC Symbol;Acc:HGNC:13012],21,11,6.29E-08,1.16E-06,Underexpressed
6241,RRM2,ribonucleotide reductase regulatory subunit M2 [Source:HGNC Symbol;Acc:HGNC:10452],21,11,6.29E-08,1.20E-06,Underexpressed
9353,SLIT2,slit guidance ligand 2 [Source:HGNC Symbol;Acc:HGNC:11086],17,10,5.81E-08,1.21E-06,Underexpressed
11065,UBE2C,ubiquitin conjugating enzyme E2 C [Source:HGNC Symbol;Acc:HGNC:15937],21,11,6.29E-08,1.24E-06,Underexpressed
22974,TPX2,"TPX2, microtubule nucleation factor [Source:HGNC Symbol;Acc:HGNC:1249]",17,10,5.81E-08,1.25E-06,Underexpressed
10606,PAICS,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase [Source:HGNC Symbol;Acc:HGNC:8587],21,11,6.29E-08,1.28E-06,Underexpressed
89958,SAPCD2,suppressor APC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28055],18,10,1.22E-07,2.00E-06,Underexpressed
55055,ZWILCH,zwilch kinetochore protein [Source:HGNC Symbol;Acc:HGNC:25468],18,10,1.22E-07,2.05E-06,Underexpressed
4288,MKI67,marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107],18,10,1.22E-07,2.11E-06,Underexpressed
3015,H2AFZ,H2A histone family member Z [Source:HGNC Symbol;Acc:HGNC:4741],18,10,1.22E-07,2.16E-06,Underexpressed
157313,CDCA2,cell division cycle associated 2 [Source:HGNC Symbol;Acc:HGNC:14623],18,10,1.22E-07,2.22E-06,Underexpressed
1063,CENPF,centromere protein F [Source:HGNC Symbol;Acc:HGNC:1857],18,10,1.22E-07,2.28E-06,Underexpressed
9787,DLGAP5,DLG associated protein 5 [Source:HGNC Symbol;Acc:HGNC:16864],19,10,2.40E-07,2.89E-06,Underexpressed
86,ACTL6A,actin like 6A [Source:HGNC Symbol;Acc:HGNC:24124],19,10,2.40E-07,2.93E-06,Underexpressed
84823,LMNB2,lamin B2 [Source:HGNC Symbol;Acc:HGNC:6638],19,10,2.40E-07,2.98E-06,Underexpressed
8318,CDC45,cell division cycle 45 [Source:HGNC Symbol;Acc:HGNC:1739],19,10,2.40E-07,3.03E-06,Underexpressed
79019,CENPM,centromere protein M [Source:HGNC Symbol;Acc:HGNC:18352],19,10,2.40E-07,3.08E-06,Underexpressed
7153,TOP2A,DNA topoisomerase II alpha [Source:HGNC Symbol;Acc:HGNC:11989],19,10,2.40E-07,3.13E-06,Underexpressed
5902,RANBP1,RAN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9847],19,10,2.40E-07,3.19E-06,Underexpressed
56944,OLFML3,olfactomedin like 3 [Source:HGNC Symbol;Acc:HGNC:24956],19,10,2.40E-07,3.24E-06,Underexpressed
55215,FANCI,Fanconi anemia complementation group I [Source:HGNC Symbol;Acc:HGNC:25568],19,10,2.40E-07,3.30E-06,Underexpressed
4605,MYBL2,MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548],19,10,2.40E-07,3.36E-06,Underexpressed
3838,KPNA2,karyopherin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6395],19,10,2.40E-07,3.42E-06,Underexpressed
3832,KIF11,kinesin family member 11 [Source:HGNC Symbol;Acc:HGNC:6388],19,10,2.40E-07,3.49E-06,Underexpressed
3070,HELLS,"helicase, lymphoid specific [Source:HGNC Symbol;Acc:HGNC:4861]",19,10,2.40E-07,3.55E-06,Underexpressed
23397,NCAPH,non-SMC condensin I complex subunit H [Source:HGNC Symbol;Acc:HGNC:1112],19,10,2.40E-07,3.62E-06,Underexpressed
2237,FEN1,flap structure-specific endonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3650],19,10,2.40E-07,3.70E-06,Underexpressed
64105,CENPK,centromere protein K [Source:HGNC Symbol;Acc:HGNC:29479],15,9,2.18E-07,3.73E-06,Underexpressed
219844,HYLS1,"HYLS1, centriolar and ciliogenesis associated [Source:HGNC Symbol;Acc:HGNC:26558]",19,10,2.40E-07,3.77E-06,Underexpressed
2305,FOXM1,forkhead box M1 [Source:HGNC Symbol;Acc:HGNC:3818],15,9,2.18E-07,3.82E-06,Underexpressed
116461,TSEN15,tRNA splicing endonuclease subunit 15 [Source:HGNC Symbol;Acc:HGNC:16791],19,10,2.40E-07,3.85E-06,Underexpressed
