Data_id,Study_name,Project_name,Sample_id,Sample_title,Cell_line_raw,Tissue_type,Cell_type_name,Cell_type,Cell_type_id,Stage,Treatment,Sene_type,Growth_arrest,SA-beta-gal,LMNB1,pRb/pRb,CCK-8,p16/p21/p53/p-p53,SASP,MKi67,BrdU/EdU_stain,SAHFs_stain,SASP_associated_genes
SRR2891502,GSE74620,PRJNA301012,GSM1924567,"Doxorubicin-treated, rep3",LS8817,Tumor,Dedifferentiated liposarcoma cells,LS8817,LS8817,Sene,Doxorubicin,CIS,0,1,0,1,0,1,0,0,0,1,0
SRR2891494,GSE74620,PRJNA301012,GSM1924559,"0-5% serum starvation, rep1",LS8817,Tumor,Dedifferentiated liposarcoma cells,LS8817,LS8817,Quie,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR2891495,GSE74620,PRJNA301012,GSM1924560,"0-5% serum starvation, rep2",LS8817,Tumor,Dedifferentiated liposarcoma cells,LS8817,LS8817,Quie,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR2891496,GSE74620,PRJNA301012,GSM1924561,"0-5% serum starvation, rep3",LS8817,Tumor,Dedifferentiated liposarcoma cells,LS8817,LS8817,Quie,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR2891497,GSE74620,PRJNA301012,GSM1924562,"Untreated, rep1",LS8817,Tumor,Dedifferentiated liposarcoma cells,LS8817,LS8817,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR2891498,GSE74620,PRJNA301012,GSM1924563,"Untreated, rep2",LS8817,Tumor,Dedifferentiated liposarcoma cells,LS8817,LS8817,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR2891499,GSE74620,PRJNA301012,GSM1924564,"Untreated, rep3",LS8817,Tumor,Dedifferentiated liposarcoma cells,LS8817,LS8817,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR5023208,E-MTAB-9970,PRJEB42249,ERS5494256,LOVO_Ali14_batch2,LoVo,Tumor,Colorectal carcinoma,LoVo,LoVo,Sene,alisertib,CIS,1,1,0,1,0,1,0,0,0,0,0
ERR5023207,E-MTAB-9970,PRJEB42249,ERS5494255,LOVO_Ali7_batch3,LoVo,Tumor,Colorectal carcinoma,LoVo,LoVo,Sene,alisertib,CIS,1,1,0,1,0,1,0,0,0,0,0
ERR5023209,E-MTAB-9970,PRJEB42249,ERS5494257,LOVO_Eto7_batch3,LoVo,Tumor,Colorectal carcinoma,LoVo,LoVo,Sene,etoposide,CIS,1,1,0,1,0,1,0,0,0,0,0
ERR5023210,E-MTAB-9970,PRJEB42249,ERS5494258,LOVO_P_batch2,LoVo,Tumor,Colorectal carcinoma,LoVo,LoVo,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR5023211,E-MTAB-9970,PRJEB42249,ERS5494259,LOVO_P_batch3,LoVo,Tumor,Colorectal carcinoma,LoVo,LoVo,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR12344582,GSE155371,PRJNA649536,GSM4700235,NOK1408p14_RES8_S14,NA,Normal,Normal oral keratinocytes,Keratinocytes,NOKs,Sene,passage 14,RS,0,0,0,0,0,1,1,0,0,0,0
SRR12344583,GSE155371,PRJNA649536,GSM4700236,NOK1408p16_RES10_S70,NA,Normal,Normal oral keratinocytes,Keratinocytes,NOKs,Sene,passage 16,RS,0,0,0,0,0,1,1,0,0,0,0
SRR12344588,GSE155371,PRJNA649536,GSM4700241,NOK1415p13_RES21_S32,NA,Normal,Normal oral keratinocytes,Keratinocytes,NOKs,Sene,passage 13,RS,0,1,0,0,0,1,1,0,1,0,0
SRR12344589,GSE155371,PRJNA649536,GSM4700242,NOK1415p13_RES22_S33,NA,Normal,Normal oral keratinocytes,Keratinocytes,NOKs,Sene,passage 13,RS,0,1,0,0,0,1,1,0,1,0,0
SRR12344594,GSE155371,PRJNA649536,GSM4700247,NOK1508p13_RES15_S8,NA,Normal,Normal oral keratinocytes,Keratinocytes,NOKs,Sene,passage 13,RS,0,0,0,0,0,0,1,0,1,0,0
SRR12344595,GSE155371,PRJNA649536,GSM4700248,NOK1508p13_RES16_S9,NA,Normal,Normal oral keratinocytes,Keratinocytes,NOKs,Sene,passage 13,RS,0,0,0,0,0,0,1,0,1,0,0
SRR12344584,GSE155371,PRJNA649536,GSM4700237,NOK1408p5_RES1_S44,NA,Normal,Normal oral keratinocytes,Keratinocytes,NOKs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR12344585,GSE155371,PRJNA649536,GSM4700238,NOK1408p5_RES1_S7,NA,Normal,Normal oral keratinocytes,Keratinocytes,NOKs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR12344590,GSE155371,PRJNA649536,GSM4700243,NOK1415p5_RES17_S28,NA,Normal,Normal oral keratinocytes,Keratinocytes,NOKs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR12344591,GSE155371,PRJNA649536,GSM4700244,NOK1415p5_RES18_S29,NA,Normal,Normal oral keratinocytes,Keratinocytes,NOKs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR12344596,GSE155371,PRJNA649536,GSM4700249,NOK1508p5_RES11_S4,NA,Normal,Normal oral keratinocytes,Keratinocytes,NOKs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR12344597,GSE155371,PRJNA649536,GSM4700250,NOK1508p5_RES12_S5,NA,Normal,Normal oral keratinocytes,Keratinocytes,NOKs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR1805232,E-MTAB-5403,PRJEB19157,ERS1510171,K25,NA,Normal,Primary epidermal keratinocytes,Keratinocytes,PEKs,Sene,Ionizing Radiation,IRIS,0,1,0,0,0,1,1,0,1,0,0
ERR1805233,E-MTAB-5403,PRJEB19157,ERS1510172,K26,NA,Normal,Primary epidermal keratinocytes,Keratinocytes,PEKs,Sene,Ionizing Radiation,IRIS,0,1,0,0,0,1,1,0,1,0,0
ERR1805234,E-MTAB-5403,PRJEB19157,ERS1510173,K27,NA,Normal,Primary epidermal keratinocytes,Keratinocytes,PEKs,Sene,Ionizing Radiation,IRIS,0,1,0,0,0,1,1,0,1,0,0
ERR1805235,E-MTAB-5403,PRJEB19157,ERS1510174,K28,NA,Normal,Primary epidermal keratinocytes,Keratinocytes,PEKs,Sene,Ionizing Radiation,IRIS,0,1,0,0,0,1,1,0,1,0,0
ERR1805236,E-MTAB-5403,PRJEB19157,ERS1510175,K29,NA,Normal,Primary epidermal keratinocytes,Keratinocytes,PEKs,Sene,Ionizing Radiation,IRIS,0,1,0,0,0,1,1,0,1,0,0
ERR1805238,E-MTAB-5403,PRJEB19157,ERS1510177,K30,NA,Normal,Primary epidermal keratinocytes,Keratinocytes,PEKs,Sene,Ionizing Radiation,IRIS,0,1,0,0,0,1,1,0,1,0,0
ERR1805218,E-MTAB-5403,PRJEB19157,ERS1510157,K1,NA,Normal,Primary epidermal keratinocytes,Keratinocytes,PEKs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR1805226,E-MTAB-5403,PRJEB19157,ERS1510165,K2,NA,Normal,Primary epidermal keratinocytes,Keratinocytes,PEKs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR1805237,E-MTAB-5403,PRJEB19157,ERS1510176,K3,NA,Normal,Primary epidermal keratinocytes,Keratinocytes,PEKs,Pro,None,NA,0,0,0,0,0,0,0,0,1,0,0
ERR1805239,E-MTAB-5403,PRJEB19157,ERS1510178,K4,NA,Normal,Primary epidermal keratinocytes,Keratinocytes,PEKs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR1805240,E-MTAB-5403,PRJEB19157,ERS1510179,K5,NA,Normal,Primary epidermal keratinocytes,Keratinocytes,PEKs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR1805241,E-MTAB-5403,PRJEB19157,ERS1510180,K6,NA,Normal,Primary epidermal keratinocytes,Keratinocytes,PEKs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR15188545,GSE180361,PRJNA747991,GSM5461467,Kera_L.Ras_1,NA,Normal,Primary normal human keratinocytes,Keratinocytes,PNhKs,Sene,pLenti HRASG12V,OIS,0,1,0,0,0,0,0,0,1,1,0
SRR15188546,GSE180361,PRJNA747991,GSM5461468,Kera_L.Ras_2,NA,Normal,Primary normal human keratinocytes,Keratinocytes,PNhKs,Sene,pLenti HRASG12V,OIS,0,1,0,0,0,0,0,0,1,1,0
SRR15188547,GSE180361,PRJNA747991,GSM5461469,Kera_L.Ras_3,NA,Normal,Primary normal human keratinocytes,Keratinocytes,PNhKs,Sene,pLenti HRASG12V,OIS,0,1,0,0,0,0,0,0,1,1,0
SRR15188548,GSE180361,PRJNA747991,GSM5461470,Kera_L.Ras_4,NA,Normal,Primary normal human keratinocytes,Keratinocytes,PNhKs,Sene,pLenti HRASG12V,OIS,0,1,0,0,0,0,0,0,1,1,0
SRR15188549,GSE180361,PRJNA747991,GSM5461471,Kera_L.Ras_5,NA,Normal,Primary normal human keratinocytes,Keratinocytes,PNhKs,Sene,pLenti HRASG12V,OIS,0,1,0,0,0,0,0,0,1,1,0
SRR15188550,GSE180361,PRJNA747991,GSM5461472,Kera_L.Ras_6,NA,Normal,Primary normal human keratinocytes,Keratinocytes,PNhKs,Sene,pLenti HRASG12V,OIS,0,1,0,0,0,0,0,0,1,1,0
SRR15188551,GSE180361,PRJNA747991,GSM5461473,Kera_L.v_1,NA,Normal,Primary normal human keratinocytes,Keratinocytes,PNhKs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR15188552,GSE180361,PRJNA747991,GSM5461474,Kera_L.v_2,NA,Normal,Primary normal human keratinocytes,Keratinocytes,PNhKs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR15188553,GSE180361,PRJNA747991,GSM5461475,Kera_L.v_3,NA,Normal,Primary normal human keratinocytes,Keratinocytes,PNhKs,Pro,OIS,NA,0,0,0,0,0,0,0,0,0,0,0
SRR15188554,GSE180361,PRJNA747991,GSM5461476,Kera_L.v_4,NA,Normal,Primary normal human keratinocytes,Keratinocytes,PNhKs,Pro,OIS,NA,0,0,0,0,0,0,0,0,0,0,0
SRR15188555,GSE180361,PRJNA747991,GSM5461477,Kera_L.v_5,NA,Normal,Primary normal human keratinocytes,Keratinocytes,PNhKs,Pro,OIS,NA,0,0,0,0,0,0,0,0,0,0,0
SRR15188556,GSE180361,PRJNA747991,GSM5461478,Kera_L.v_6,NA,Normal,Primary normal human keratinocytes,Keratinocytes,PNhKs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8060848,GSE121276,PRJNA496577,GSM3430713,4172_4_Huh7-XL413_CAGATCA,Huh7,Tumor,Liver cancer cell line,Huh7,Huh7,Sene,XL413 treatment,CIS,1,1,0,0,0,0,1,0,0,0,0
SRR8060847,GSE121276,PRJNA496577,GSM3430712,4172_3_Huh7-control_GCCAATA,Huh7,Tumor,Liver cancer cell line,Huh7,Huh7,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8060852,GSE121277,PRJNA496576,GSM3430716,4424_3_Huh7_XL413_GGCTACA,Huh7,Tumor,Liver cancer cell line,Huh7,Huh7,Sene,XL413 treatment,CIS,1,1,0,0,0,0,1,0,0,0,0
SRR8060850,GSE121277,PRJNA496576,GSM3430714,4424_1_Huh7_control_GATCAGA,Huh7,Tumor,Liver cancer cell line,Huh7,Huh7,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR5023203,E-MTAB-9970,PRJEB42249,ERS5494251,HUH7_Ali14_batch1,HuH-7,Tumor,Hepatocellular carcinoma,Huh7,Huh7,Sene,alisertib,CIS,1,1,1,0,0,1,0,0,0,0,0
ERR5023202,E-MTAB-9970,PRJEB42249,ERS5494250,HUH7_Ali7_batch3,HuH-7,Tumor,Hepatocellular carcinoma,Huh7,Huh7,Sene,alisertib,CIS,1,1,1,0,0,1,0,0,0,0,0
ERR5023204,E-MTAB-9970,PRJEB42249,ERS5494252,HUH7_Eto7_batch3,HuH-7,Tumor,Hepatocellular carcinoma,Huh7,Huh7,Sene,etoposide,CIS,1,1,1,1,0,1,0,0,0,0,0
ERR5023205,E-MTAB-9970,PRJEB42249,ERS5494253,HUH7_P_batch1,HuH-7,Tumor,Hepatocellular carcinoma,Huh7,Huh7,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR5023206,E-MTAB-9970,PRJEB42249,ERS5494254,HUH7_P_batch3,HuH-7,Tumor,Hepatocellular carcinoma,Huh7,Huh7,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR14485873,GSE174204,PRJNA728731,GSM5289378,HT-29 cells infected with lentivirus shNCOR1_655 rep1,HT-29,Tumor,Colon cancer cell line,HT-29,HT-29,Sene,Lentivirus Sigma Mission shRNA shNCOR1_655 clone ID TRCN0000060655,GMIS,1,1,0,0,0,0,1,0,0,0,0
SRR14485874,GSE174204,PRJNA728731,GSM5289379,HT-29 cells infected with lentivirus shNCOR1_655 rep2,HT-30,Tumor,Colon cancer cell line,HT-29,HT-29,Sene,Lentivirus Sigma Mission shRNA shNCOR1_655 clone ID TRCN0000060655,GMIS,1,1,0,0,0,0,1,0,0,0,0
SRR14485875,GSE174204,PRJNA728731,GSM5289380,HT-29 cells infected with lentivirus shNCOR1_655 rep3,HT-31,Tumor,Colon cancer cell line,HT-29,HT-29,Sene,Lentivirus Sigma Mission shRNA shNCOR1_655 clone ID TRCN0000060655,GMIS,1,1,0,0,0,0,1,0,0,0,0
SRR14485870,GSE174204,PRJNA728731,GSM5289375,HT-29 cells infected with lentivirus shNonTarget rep1,HT-29,Tumor,Colon cancer cell line,HT-29,HT-29,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR14485871,GSE174204,PRJNA728731,GSM5289376,HT-29 cells infected with lentivirus shNonTarget rep2,HT-29,Tumor,Colon cancer cell line,HT-29,HT-29,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR14485872,GSE174204,PRJNA728731,GSM5289377,HT-29 cells infected with lentivirus shNonTarget rep3,HT-29,Tumor,Colon cancer cell line,HT-29,HT-29,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR5023198,E-MTAB-9970,PRJEB42249,ERS5494246,HEPG2_Ali14_batch1,HepG2,Tumor,Hepatocellular carcinoma,HepG2,HepG2,Sene,alisertib,CIS,1,1,0,0,0,1,0,0,0,0,0
ERR5023197,E-MTAB-9970,PRJEB42249,ERS5494245,HEPG2_Ali7_batch3,HepG2,Tumor,Hepatocellular carcinoma,HepG2,HepG2,Sene,alisertib,CIS,1,1,1,1,0,1,0,0,0,0,0
ERR5023199,E-MTAB-9970,PRJEB42249,ERS5494247,HEPG2_Eto7_batch3,HepG2,Tumor,Hepatocellular carcinoma,HepG2,HepG2,Sene,etoposide,CIS,1,1,1,1,0,1,0,0,0,0,0
ERR5023200,E-MTAB-9970,PRJEB42249,ERS5494248,HEPG2_P_batch1,HepG2,Tumor,Hepatocellular carcinoma,HepG2,HepG2,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR5023201,E-MTAB-9970,PRJEB42249,ERS5494249,HEPG2_P_batch3,HepG2,Tumor,Hepatocellular carcinoma,HepG2,HepG2,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR5023193,E-MTAB-9970,PRJEB42249,ERS5494241,HEP3B_Ali14_batch2,Hep3B,Tumor,Hepatocellular carcinoma,Hep3B,Hep3B,Sene,alisertib,CIS,1,1,0,0,0,1,0,0,0,0,0
ERR5023192,E-MTAB-9970,PRJEB42249,ERS5494240,HEP3B_Ali7_batch3,Hep3B,Tumor,Hepatocellular carcinoma,Hep3B,Hep3B,Sene,alisertib,CIS,1,1,0,0,0,1,0,0,0,0,0
ERR5023194,E-MTAB-9970,PRJEB42249,ERS5494242,HEP3B_Eto7_batch3,Hep3B,Tumor,Hepatocellular carcinoma,Hep3B,Hep3B,Sene,etoposide,CIS,1,1,0,1,0,0,0,0,0,0,0
ERR5023195,E-MTAB-9970,PRJEB42249,ERS5494243,HEP3B_P_batch2,Hep3B,Tumor,Hepatocellular carcinoma,Hep3B,Hep3B,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR5023196,E-MTAB-9970,PRJEB42249,ERS5494244,HEP3B_P_batch3,Hep3B,Tumor,Hepatocellular carcinoma,Hep3B,Hep3B,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8060846,GSE121276,PRJNA496577,GSM3430711,4172_2_Hep3B-XL413_ACAGTGA,Hep3B,Tumor,Liver cancer cell line,Hep3B,Hep3B,Sene,XL413 treatment,CIS,1,1,0,0,0,0,1,0,0,0,0
SRR8060845,GSE121276,PRJNA496577,GSM3430710,4172_1_Hep3B-control_TGACCAA,Hep3B,Tumor,Liver cancer cell line,Hep3B,Hep3B,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8060857,GSE121277,PRJNA496576,GSM3430720,4424_7_Hep3B_XL413_GAGTGGA,Hep3B,Tumor,Liver cancer cell line,Hep3B,Hep3B,Sene,XL413,CIS,1,1,0,0,0,0,1,0,0,0,0
SRR8060854,GSE121277,PRJNA496576,GSM3430718,4424_5_Hep3B_control_GTTTCGG,Hep3B,Tumor,Liver cancer cell line,Hep3B,Hep3B,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR5023188,E-MTAB-9970,PRJEB42249,ERS5494236,HCT116_Ali14_batch1,HCT116,Tumor,Colorectal carcinoma,HCT116,HCT116,Sene,alisertib,CIS,1,1,1,0,0,1,0,0,0,0,0
ERR5023187,E-MTAB-9970,PRJEB42249,ERS5494235,HCT116_Ali7_batch3,HCT116,Tumor,Colorectal carcinoma,HCT116,HCT116,Sene,alisertib,CIS,1,1,1,0,0,1,0,0,0,0,0
ERR5023189,E-MTAB-9970,PRJEB42249,ERS5494237,HCT116_Eto7_batch3,HCT116,Tumor,Colorectal carcinoma,HCT116,HCT116,Sene,etoposide,CIS,1,1,1,1,0,1,0,0,0,0,0
ERR5023190,E-MTAB-9970,PRJEB42249,ERS5494238,HCT116_P_batch1,HCT116,Tumor,Colorectal carcinoma,HCT116,HCT116,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR5023191,E-MTAB-9970,PRJEB42249,ERS5494239,HCT116_P_batch3,HCT116,Tumor,Colorectal carcinoma,HCT116,HCT116,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR6702571,GSE110397,PRJNA433624,GSM2990645,H460 Combo 1,H460,Tumor,Human-derived non-small cell lung cancer cell line,H460,H460,Sene,"DMSO, trametinib, palbociclib",CIS,0,1,0,0,0,0,1,0,0,0,0
SRR6702575,GSE110397,PRJNA433624,GSM2990649,H460 Combo 2,H460,Tumor,Human-derived non-small cell lung cancer cell line,H460,H460,Sene,"DMSO, trametinib, palbociclib",CIS,0,1,0,0,0,0,1,0,0,0,0
SRR6702568,GSE110397,PRJNA433624,GSM2990642,H460 Vehicle 1,H460,Tumor,Human-derived non-small cell lung cancer cell line,H460,H460,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR6702572,GSE110397,PRJNA433624,GSM2990646,H460 Vehicle 2,H460,Tumor,Human-derived non-small cell lung cancer cell line,H460,H460,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR6702563,GSE110397,PRJNA433624,GSM2990637,H2030 Combo 1,H2030,Tumor,Lungs of a non-smoking male with non-small cell lung cancer cell,H2030,H2030,Sene,"DMSO, trametinib, palbociclib",CIS,0,1,0,0,0,0,1,0,0,0,0
SRR6702567,GSE110397,PRJNA433624,GSM2990641,H2030 Combo 2,H2030,Tumor,Lungs of a non-smoking male with non-small cell lung cancer cell,H2030,H2030,Sene,"DMSO, trametinib, palbociclib",CIS,0,1,0,0,0,0,1,0,0,0,0
SRR6702560,GSE110397,PRJNA433624,GSM2990634,H2030 Vehicle 1,H2030,Tumor,Lungs of a non-smoking male with non-small cell lung cancer cell,H2030,H2030,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR6702564,GSE110397,PRJNA433624,GSM2990638,H2030 Vehicle 2,H2030,Tumor,Lungs of a non-smoking male with non-small cell lung cancer cell,H2030,H2030,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR1805199,E-MTAB-5403,PRJEB19157,ERS1510138,H22,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Sene,Ionizing Radiation,IRIS,0,1,0,0,0,1,1,0,1,0,0
ERR1805200,E-MTAB-5403,PRJEB19157,ERS1510139,H23,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Sene,Ionizing Radiation,IRIS,0,1,0,0,0,1,1,0,1,0,0
ERR1805201,E-MTAB-5403,PRJEB19157,ERS1510140,H24,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Sene,Ionizing Radiation,IRIS,0,1,0,0,0,1,1,0,1,0,0
ERR1805202,E-MTAB-5403,PRJEB19157,ERS1510141,H25,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Sene,Ionizing Radiation,IRIS,0,1,0,0,0,1,1,0,1,0,0
ERR1805203,E-MTAB-5403,PRJEB19157,ERS1510142,H26,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Sene,Ionizing Radiation,IRIS,0,1,0,0,0,1,1,0,1,0,0
ERR1805204,E-MTAB-5403,PRJEB19157,ERS1510143,H27,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Sene,Ionizing Radiation,IRIS,0,1,0,0,0,1,1,0,1,0,0
ERR1805188,E-MTAB-5403,PRJEB19157,ERS1510127,C1,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR1805189,E-MTAB-5403,PRJEB19157,ERS1510128,C2,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR1805190,E-MTAB-5403,PRJEB19157,ERS1510129,C3,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR1805191,E-MTAB-5403,PRJEB19157,ERS1510130,H1,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Quie,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR1805196,E-MTAB-5403,PRJEB19157,ERS1510135,H2,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Quie,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR1805205,E-MTAB-5403,PRJEB19157,ERS1510144,H3,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Quie,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR1805206,E-MTAB-5403,PRJEB19157,ERS1510145,H4,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Quie,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR1805207,E-MTAB-5403,PRJEB19157,ERS1510146,H5,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Quie,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR1805208,E-MTAB-5403,PRJEB19157,ERS1510147,H6,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Quie,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR1805209,E-MTAB-5403,PRJEB19157,ERS1510148,H7,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR1805210,E-MTAB-5403,PRJEB19157,ERS1510149,H8,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR1805211,E-MTAB-5403,PRJEB19157,ERS1510150,H9,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8956965,GSE121276,PRJNA496577,GSM3736359,4172_9_BJ-control_CCGTCCC,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR9601028,GSE133292,PRJNA551006,GSM3905168,"Foreskin fibroblasts, RNA-seq deep senescence rep1",BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Sene,bleomycin,CIS,0,1,0,0,0,1,0,0,0,0,0
SRR9601029,GSE133292,PRJNA551006,GSM3905169,"Foreskin fibroblasts, RNA-seq deep senescence rep2",BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Sene,bleomycin,CIS,0,1,0,0,0,1,0,0,0,0,0
SRR9601026,GSE133292,PRJNA551006,GSM3905166,"Foreskin fibroblasts, RNA-seq senescence rep1",BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Sene,bleomycin,CIS,0,1,0,0,0,1,0,0,0,0,0
SRR9601027,GSE133292,PRJNA551006,GSM3905167,"Foreskin fibroblasts, RNA-seq senescence rep2",BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Sene,bleomycin,CIS,0,1,0,0,0,1,0,0,0,0,0
SRR9601022,GSE133292,PRJNA551006,GSM3905162,"Foreskin fibroblasts, RNA-seq growing rep1",BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR9601023,GSE133292,PRJNA551006,GSM3905163,"Foreskin fibroblasts, RNA-seq growing rep2",BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR9601024,GSE133292,PRJNA551006,GSM3905164,"Foreskin fibroblasts, RNA-seq quiescence rep1",BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Quie,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR9601025,GSE133292,PRJNA551006,GSM3905165,"Foreskin fibroblasts, RNA-seq quiescence rep2",BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Quie,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR1210372,GSE56293,PRJNA243087,GSM1358451,late_9_11,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Sene,Stress-induced premature (SIPS),RS,0,1,0,0,0,1,1,1,0,0,0
SRR1210368,GSE56293,PRJNA243087,GSM1358447,late_9_24,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Sene,Stress-induced premature (SIPS),RS,0,1,0,0,0,1,1,1,0,0,0
SRR1210369,GSE56293,PRJNA243087,GSM1358448,late_sb_9_11,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Sene,Stress-induced premature (SIPS)+48 hours with p38-MAPK inhibitor SB203580 (Millipore),RS+drug,0,1,0,0,0,1,1,1,0,0,0
SRR1210371,GSE56293,PRJNA243087,GSM1358450,late_sb_9_24,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Sene,Stress-induced premature (SIPS)+48 hours with p38-MAPK inhibitor SB203580 (Millipore),RS+drug,0,1,0,0,0,1,1,1,0,0,0
SRR1210370,GSE56293,PRJNA243087,GSM1358449,young_9_11,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR1210373,GSE56293,PRJNA243087,GSM1358452,young_9_24,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
