	group	fc	deltaMean	pvalue	padj
1243	PSMC2	2.1935756538547677	0.3523702032055159	2.0326836410193553e-18	1.2634316760933291e-17
1244	SAP130	1.3690757528511135	0.10895940915882657	0.0019265021147309913	0.002868773839795434
1245	EXOSC10	2.097698487366629	0.3240651213038493	4.825470577546372e-13	1.7629543652012928e-12
1246	SLC25A3	1.1863437572395772	0.05501284094772496	0.03652359493015942	0.04839477445618577
1247	KLF7	1.4412193263862558	0.130257804098812	9.121094771103388e-06	1.6411112621992786e-05
1248	BTAF1	0.8822251438629423	-0.03476976918512542	0.024804811639197823	0.033592481184267345
1249	EIF3I	1.6679671718221667	0.1971988347026306	1.6856421580056073e-23	1.7020007105938475e-22
1250	VHL	1.0564590060954269	0.016667960163543827	0.24081073699138633	0.2852736497895432
1251	ZCRB1	1.3592860172138437	0.10606926044919751	3.5941911389624277e-09	8.987355690216394e-09
1252	MRPL37	1.0131239418391365	0.0038744808825302846	0.8618556812620859	0.8836420930849064
1253	ARF4	1.5224609835972278	0.15424215663459723	2.7570887004374117e-05	4.736333998669581e-05
1254	INPPL1	1.31785410313774	0.09383763362685066	1.9524545159336079e-10	5.595477433088771e-10
1255	PDAP1	1.3472220106552903	0.10250769614551797	0.006200811614730063	0.008896008509621727
1256	GPN3	1.673975332504312	0.1989725779870396	2.4028291503777535e-13	8.984328370084319e-13
1257	GPN2	1.7410728668070266	0.21878126939296655	2.1641191472328365e-13	8.155491526501067e-13
1258	POLR2E	1.787615859532303	0.23252180083848656	8.715465020630591e-20	6.207174938800299e-19
1259	RPL24	1.9114737849246144	0.26908742799261826	2.80533673758012e-23	2.785548055198849e-22
1260	TMEM242	1.0462856609031725	0.01366456134161148	0.019067253666930316	0.02617781871770754
1261	MRPS23	1.0427879684807924	0.012631964383350736	0.20864130562501693	0.25144429997400675
1262	IWS1	1.2612616054397399	0.07713026375938653	7.049713527390664e-07	1.4105321464085166e-06
1263	LIN54	1.4313779625894396	0.12735241360286487	7.250418210273897e-17	3.821641140349215e-16
1264	PGD	0.869950651820281	-0.03839347350696587	0.007210385900196372	0.010276625050130982
1265	PSMC1	2.1819490248534743	0.3489377625298455	6.878575197714637e-38	1.9831843913410994e-36
1266	DNMT1	1.4257417606808314	0.1256884808597417	4.5337510496013463e-17	2.4380373621788814e-16
1267	SF3A1	1.152525318421596	0.04502888214301953	0.041604904828025015	0.05488452990819397
1268	RPS11	2.2275414363035684	0.3623976611424005	7.0549204761735964e-09	1.715693567020672e-08
1269	CSTF1	2.0037887805903205	0.29634087747157284	3.1890443767397443e-47	1.62369855181664e-45
1270	PPP1R15B	1.3093489823882565	0.09132673193653551	6.2130284512604445e-06	1.1332147167580979e-05
1271	TAF3	1.4281806327314897	0.12640849038515994	2.5674018079258605e-08	5.918875266249118e-08
1272	KDM1A	1.1724796442018945	0.05091984498841984	5.241828884868075e-07	1.0639267617887449e-06
1273	VMP1	1.0264477762458037	0.007807974517551497	0.7420588214580617	0.7826120580648486
1274	PPP1CA	0.9479998459656495	-0.015351607403037537	0.46403030631941744	0.5186476053350612
1275	WTAP	1.0828553900706523	0.024460762534471492	9.857842347788467e-07	1.9431480015039376e-06
1276	DMAP1	1.6568749458893803	0.19392416175390353	1.8022582208927052e-13	6.824056839551019e-13
1277	PSMB2	2.139884364523903	0.3365193348748981	1.4885598398191316e-26	1.8552727586912408e-25
1278	TMA16	1.9657376619821034	0.2851073370144834	2.518892466422478e-06	4.799131904577222e-06
1279	SART3	1.6356072353819333	0.18764545838975383	1.8002231778252039e-65	2.267333718176691e-63
1280	TUBG1	1.6240205846601397	0.18422482019549774	1.1781254365967368e-34	2.791340762154447e-33
1281	COG4	1.4187103043705012	0.12361263784057497	2.4074097573489816e-10	6.845400291243843e-10
1282	CAMLG	1.0720595070206125	0.0212735766264483	0.08107528711982415	0.10330839301264066
1283	CCP110	1.2713465848153267	0.0801075750177237	0.0002778109004618682	0.00044114232568364336
1284	UPF2	1.2046041295931114	0.06040371089052465	6.937531671624844e-06	1.255787692148128e-05
1285	PTPN1	1.2588548147269647	0.07641972536176189	3.609346314421803e-07	7.458692340597043e-07
1286	SNRNP25	1.605908040599468	0.17887759246794194	3.636676727228833e-14	1.450427901376433e-13
1287	RPL5	1.8222322088516871	0.24274132065234216	4.10332319654685e-23	3.9915660200555334e-22
1288	EIF4A3	1.925008434439962	0.2730831589583395	2.1448225068428847e-09	5.518881998790347e-09
1289	DIMT1	1.9601107860654612	0.2834461575125758	2.2035424439939508e-17	1.2178007086553174e-16
1290	CDCA5	1.7559540917090921	0.22317453950178018	1.0926098569178174e-22	1.0253393676879752e-21
1291	BUD31	1.840080911743766	0.248010656571456	8.118959901799085e-14	3.148893200162919e-13
1292	MRPS22	1.0984497691316186	0.02906457168626675	0.33371190279663665	0.3839291266309382
1293	DDX46	1.659989912400622	0.19484376947126925	1.1263044879316574e-27	1.5579460344626914e-26
1294	CCT6A	2.0048099743880847	0.29664235669902544	5.4437002002949976e-30	8.86175141449383e-29
1295	PPA1	1.423696383526675	0.12508463982032847	1.8971314133320414e-17	1.0582367067840501e-16
1296	IARS2	1.375044153929393	0.11072141451975465	4.2019381004714515e-10	1.1692137063288584e-09
1297	SCAF1	1.5292919878281181	0.15625882172085526	5.305380857736187e-13	1.9236024837216205e-12
1298	UMPS	1.067526958740496	0.01993546709535543	0.6122206162167148	0.6629158075142979
1299	JMJD6	1.0104916724964854	0.003097376155095477	0.6136231940506557	0.663833771864023
1300	CDC37	1.5189388138347661	0.15320233341860362	0.3129026641128188	0.3627791062121974
1301	BCAR1	1.0161077228024846	0.0047553596948453625	0.27418582179543194	0.3216307213512101
1302	NCAPD3	2.114738824544831	0.32909580960147106	1.3562228525119348e-06	2.651504318677337e-06
1303	C1D	1.7110590547202487	0.2099205214128666	1.9078997705361179e-16	9.672890150196886e-16
1304	UCHL5	1.0085233426143807	0.0025162811919963723	0.6853442314711489	0.7301997978230006
1305	TEX10	2.2074594147903546	0.3564689996633103	1.1098589212068273e-42	4.74266499722846e-41
1306	ORC1	1.7844735403171335	0.23159411799173119	7.165922439212702e-18	4.1520707983138006e-17
1307	INTS4	1.825142201055403	0.24360041537402005	1.9344521768279618e-19	1.3379029072685876e-18
1308	FKBP9	1.2347202866491034	0.06929467339241263	0.018787787788608745	0.025823765754245102
1309	MRPL3	0.9900092807620088	-0.0029494835594967572	0.9635267418058263	0.9701808982250913
1310	SDHD	0.9050358297163078	-0.028035545021413033	0.48655569505432783	0.5402913124199566
1311	POLL	1.4357762084581114	0.12865087406114117	5.1163631711330155e-05	8.616085199522383e-05
1312	ELAC2	1.069049504702683	0.020384956684350364	0.0408692119795408	0.0539437530430453
1313	GRB2	1.1808843215141676	0.05340109353168376	2.63002596882742e-05	4.524552223870608e-05
1314	FARS2	1.627183827014635	0.18515868002050506	1.2837865536010066e-08	3.038675789087249e-08
1315	PGAM5	0.9473950669199136	-0.015530151690994587	0.09060298666269792	0.11459458091111846
1316	ANAPC10	1.8137601931101268	0.24024019230009014	1.5060702951076304e-09	3.925954483869891e-09
1317	HNRNPU	0.9475466310757162	-0.015485406565533655	0.22818992155899231	0.272484272600134
1318	MLLT6	1.6704875396757797	0.19794290361008698	1.0774614494459183e-23	1.1018654908222574e-22
1319	MCM5	1.8793309441329125	0.25959814316614277	2.0108658090283226e-22	1.850769954232606e-21
1320	ANKLE2	1.536416376882589	0.15836210056265415	4.041243538611796e-10	1.1271207212002364e-09
1321	USF2	1.1061718573587225	0.03134430467928451	0.0016613338556463809	0.0024831804600635786
1322	KANSL1	1.4807804169960044	0.1419371220307486	5.526190456194827e-05	9.273614138621475e-05
1323	SLC35A4	1.731910207866915	0.21607624773623063	9.27709191065251e-08	2.0367046735955463e-07
1324	CYCS	0.997690923479085	-0.0006816909847852104	0.576514704514248	0.6285192200011824
1325	RRP9	2.0083259229625265	0.2976803432813046	1.4033645879028876e-13	5.364618943852412e-13
1326	HNRNPK	1.8100580782497926	0.23914724527037062	5.428626488000304e-20	3.9365767229650687e-19
1327	CSTF3	1.4542401231426518	0.13410183424816297	9.839927475063776e-11	2.885655201939659e-10
1328	EIF2B4	1.5968215813030344	0.17619506664868412	1.672278453515526e-21	1.3992176011407878e-20
1329	GTF2F2	1.7500681412729233	0.22143687541274476	1.5414380272030009e-21	1.2949811518888012e-20
1330	ALG14	1.1439168262708668	0.04248746290524519	6.7887516995509335e-06	1.2325859496984357e-05
1331	DHX36	1.3272561867139658	0.09661333878605882	9.907924325006482e-08	2.1573851601219753e-07
1332	HUWE1	1.5354572748015256	0.15807895219739754	2.1954846665152335e-13	8.260683658759361e-13
1333	AP2S1	0.9625308254583271	-0.011061737565232488	0.6757577201690201	0.7204259376356139
1334	CUL3	1.03947918145923	0.011655136520461407	0.8853503950714978	0.9038581465043064
1335	PFDN1	1.0513281740828295	0.01515322390610313	0.15884211085931577	0.19522813111779283
1336	SRCAP	1.0277353336796577	0.008188090242215174	0.3714296162286995	0.4240606257801899
1337	COX10	0.9430806265244027	-0.01680387090097879	0.39144010601900503	0.44499580698502567
1338	SIRT7	1.3318177331508496	0.09796000922098691	8.870121975145759e-20	6.279941386545503e-19
1339	COX17	1.0800634958016486	0.023636532961993306	0.26685806336195017	0.3141128114240761
1340	PSMB1	2.2391609170870215	0.36582799150443895	7.037260850968362e-13	2.5285533357908846e-12
1341	ZRANB2	0.9978200574616202	-0.0006435677476701596	0.4015147209455847	0.4555830854541414
1342	BUD13	1.5647037374010069	0.16671316146259063	4.397783359755471e-12	1.457603265913413e-11
1343	PCF11	1.4991000827927479	0.14734549672288277	3.532410712220702e-07	7.306014549994935e-07
1344	PPP1R2	1.2457463815604257	0.07254982298592028	9.581640541787902e-05	0.00015747847401441242
1345	COX15	1.091095510517595	0.026893430214102676	0.35667328358277994	0.4081870720294559
1346	NSUN4	1.0068592938867746	0.002025016824801329	0.3220316861234306	0.37228107482771466
1347	CSDE1	1.2347450652927534	0.06930198860169151	5.749869186017782e-05	9.628717258320891e-05
1348	DDX18	2.0071427544101166	0.2973310454869899	9.431354903566663e-07	1.8606127192279494e-06
1349	BCLAF1	0.9725927839696324	-0.008091222580427382	0.5577101792249848	0.6113607232640351
1350	UBR5	1.0415064841743489	0.012253641581601415	0.1793493255771239	0.2186362384646243
1351	MPHOSPH6	1.9873496591674547	0.29148768149896115	3.359039719629799e-23	3.3199738560707247e-22
1352	TOMM40	1.2619753182778128	0.07734096773694332	6.884058891764659e-07	1.3820094738249017e-06
1353	CHORDC1	1.227529512037122	0.06717179605066576	7.592453150911296e-09	1.835226302033407e-08
1354	HSCB	1.709156808571448	0.20935893584446547	9.080669052134148e-65	1.0865020520878507e-62
1355	RPLP0	2.0386238960511114	0.30662498193865345	6.6565157066081414e-46	3.1858084171826564e-44
1356	HLA-C	0.9620861432846138	-0.011193017679238804	0.3270627238001782	0.37718607135124166
1357	NSRP1	1.4753529799193512	0.1403348213308232	9.825631247632437e-08	2.1414148975942098e-07
1358	WDR26	1.6792224025880773	0.20052163032040338	1.3362481716148663e-11	4.2296850194105494e-11
1359	BRIP1	1.2604179992251765	0.07688121235465056	2.926399639553705e-06	5.518419493658011e-06
1360	IRF2BP2	0.8944268449000041	-0.031167554394637087	0.0869508114974615	0.11032518129025737
1361	PMF1	1.5610721209429232	0.16564102713648687	8.852050785833053e-62	9.628617059317498e-60
1362	C9orf78	1.1495373631913302	0.04414677099383729	0.005552430749186096	0.00799937795472747
1363	CHERP	1.7254510891788317	0.21416937157191046	8.071096710858082e-18	4.642820776221969e-17
1364	RPL8	2.1095880656838624	0.32757519049313016	9.138720505096125e-34	1.9525855507763418e-32
1365	POLR2H	1.9446242388257213	0.27887418272388514	0.00018876117041241242	0.0003041787749474094
1366	SEC63	1.2605995791615001	0.07693481880921738	7.952263604069184e-05	0.00013151186457869768
1367	AHCY	0.9474478221568553	-0.015514577166245158	0.41111322515707627	0.4649309772215896
1368	HARS2	1.3219591364115457	0.09504953117535109	0.0001918524934816007	0.0003089522321005858
1369	GAPDH	1.0493387660583138	0.01456590620437781	0.2213430997161855	0.2651021209313473
1370	SCAP	1.285753407167117	0.08436079089327458	7.437822607552377e-07	1.4819907993233003e-06
1371	PMPCB	1.3230913056263336	0.09538377282563054	7.701965938443381e-15	3.344973591777679e-14
1372	ASCC3	1.2271541089374218	0.06706096866733396	2.4183865301755707e-07	5.067599795718162e-07
1373	CLSPN	1.91445721808835	0.2699682041267161	3.5333281412808464e-09	8.84440820301785e-09
1374	SPC24	1.8592294717108566	0.25366373934413605	4.957900961345621e-30	8.126203425000049e-29
1375	MED11	2.005343815915246	0.296799958646416	1.7707324390095656e-15	8.243896355155429e-15
1376	PSMA2	2.162934083460943	0.34332412694605324	2.345544234526785e-08	5.43884433451802e-08
1377	ICE1	1.6224979708457998	0.1837753105750311	2.0963409434021677e-16	1.0605801009643524e-15
1378	SOD2	1.0282443258741678	0.008338356111354084	0.3801906892523761	0.43303013773485766
1379	HSD17B12	1.0547761014998212	0.016171129122784955	0.06001966627552182	0.07780447529649172
1380	RBBP5	1.5329049944431727	0.157325462005464	2.006144476228082e-18	1.250183263441094e-17
1381	REXO2	0.9578110851350871	-0.01245511037022079	0.9536674284510419	0.9625163037888416
1382	POLD2	1.9196549800524876	0.2715026996013867	6.254150454957124e-38	1.8476767949027654e-36
1383	CDCA8	1.5331954968046657	0.1574112247937886	0.027799260948878003	0.03752037870877894
1384	RPS13	1.9853910060488524	0.29090944333267316	2.705227002144213e-54	1.9040024165091477e-52
1385	SHQ1	1.7079440082971327	0.20900089010373007	6.705016426951826e-39	2.2598738464360167e-37
1386	EIF3A	1.6056815826215083	0.17881073701269412	2.0781853605022595e-15	9.600574454984376e-15
1387	SF3B3	1.770014092215058	0.2273253658187852	1.8653040785312943e-49	1.0887006487622896e-47
1388	DNAJC19	1.0174183197842979	0.005142277208880219	0.6562412720270521	0.7042086833904644
1389	GTF2B	1.6911187291976346	0.20403369175636743	6.906478834250949e-07	1.3847716003114677e-06
1390	RNPS1	1.601936393154478	0.17770507339658526	7.649940739327409e-08	1.6918953964150174e-07
1391	LONP1	1.2349568554440558	0.06936451378676067	1.9702331742118885e-05	3.423941892439396e-05
1392	AGBL5	1.8917042835375768	0.26325102943796924	1.0386798230714484e-17	5.903944932565264e-17
1393	MRPL28	1.0148911704433254	0.0043962062548245084	0.47520586603744164	0.5299010426037268
1394	RPL41	1.0604085612029146	0.01783395708322144	0.06626557258063195	0.08525457805669476
1395	INO80E	1.1368756828795954	0.040408760043328995	0.1728487307509987	0.21135769682531422
1396	NDUFA3	1.2031531205305646	0.059975340592779924	0.0004596855728569013	0.0007199133349781182
1397	RAB4A	1.1839567458694353	0.05430814185401078	7.3230367130835764e-06	1.322568064483698e-05
1398	MYBL2	1.0471965428354741	0.013933474041484983	0.0003760470210437658	0.0005916374236408492
1399	POLA2	1.9171069155166367	0.27075045401445735	2.4952148839443268e-14	1.0189503783752174e-13
1400	NELFE	1.6432227553596142	0.1898937300542976	4.696455992437982e-31	8.32490310363266e-30
1401	RPS19BP1	2.2733187105988004	0.37591213539756	1.700024951362018e-15	7.930135884228673e-15
1402	KANSL3	1.6691303568382219	0.1975422329104855	1.199907354424601e-12	4.2350712376667706e-12
1403	ATP5MD	1.8643274057654171	0.2551687633892666	9.402553277241006e-07	1.8564612204981624e-06
1404	F8A1	1.0057038611242692	0.0016839072554167278	0.8203743887685506	0.8491158790325007
1405	DHPS	0.9900271477123658	-0.0029442088365182473	0.971031375569608	0.9751062029954141
1406	DHODH	0.9861247960518633	-0.004096270243895084	0.8574004346732491	0.8805833648811524
1407	SARS	1.497984668560029	0.1470162015176965	0.00015251999834710965	0.00024677508860353843
1408	RPS19	2.086011437066628	0.3206148429106996	6.742088901576472e-27	8.581818479506648e-26
1409	RPL10A	2.0194724055442546	0.3009710340051522	1.2102430711498142e-39	4.19726328878479e-38
1410	MTOR	1.3743928302184096	0.1105291292065862	6.3799161312791865e-15	2.775843509482017e-14
1411	TAF5	1.8174546887527048	0.24133088996647828	7.063681567973272e-10	1.925215261066064e-09
1412	PSMC3	2.0844091341204383	0.3201418072778747	1.6800946000141963e-07	3.5801125359162706e-07
1413	FBXO42	0.9285085946257153	-0.021105860326344983	1.7949534600234263e-06	3.475180930288074e-06
1414	PTMA	1.0946645006428302	0.027947075847377822	0.002779966677569121	0.004108993365919028
1415	SNRNP40	1.1657771479002275	0.04894111831435011	1.9407540000604097e-05	3.377617688832408e-05
1416	RPL37A	2.0235061635460614	0.30216188950072803	1.3885439029411982e-30	2.407815622998759e-29
1417	NUP133	1.6580621557302815	0.19427465262688248	1.2804742123196611e-27	1.7410084034550845e-26
1418	SRRT	1.3262409843805971	0.09631362837277374	1.646264806541693e-11	5.1496884732735574e-11
1419	TTC1	1.4489668105818718	0.13254503454920197	1.760258767738161e-21	1.467700080556592e-20
1420	TMED10	1.1884471954296052	0.05563382290228869	2.0282522622121715e-08	4.735226988754855e-08
1421	MRPL44	1.0271673534754004	0.008020409794524619	0.3222527655967675	0.3723567687460476
1422	KDM6A	0.9625820708282967	-0.011046608786950851	0.148146692884809	0.18236370168382096
1423	GNPNAT1	1.060957143876269	0.017995910946355775	0.260391223773056	0.3074080900290691
1424	MRPL22	1.063149045782718	0.01864300936670943	0.18479405603100252	0.22492989627781743
1425	EXOC3	1.365107395468076	0.10778786138727392	6.209907909859735e-08	1.3888139839527425e-07
1426	SNAPC4	0.9481365476592972	-0.015311250008503197	0.18347221384372359	0.22343460953080435
1427	STX5	1.89455708058863	0.2640932388725679	1.7500633972789716e-26	2.136684545759479e-25
1428	RSL24D1	2.25567123916706	0.37070220750201116	9.701846004530999e-08	2.1202299076568659e-07
1429	PSMD8	1.780467169005664	0.2304113476590925	9.438086581433631e-08	2.0682546876713077e-07
1430	ERCC3	1.7713008448966663	0.2277052439626039	1.8418475703718114e-11	5.7389859842444594e-11
1431	PES1	1.8062310036606173	0.2380174073364993	1.3462113208643966e-09	3.5323286083645847e-09
1432	NEMF	0.9423732051318606	-0.01701271750323391	0.23216536812823751	0.27667914637991653
1433	MRPS34	1.3608175319730158	0.10652139782746828	7.03573200840107e-10	1.9197841158613183e-09
1434	TRMT112	2.002300077551051	0.2959013790696358	1.1568731839135131e-27	1.5910330627040442e-26
1435	MBTPS1	1.0293503209747992	0.008664870578279693	0.48189008735729955	0.5358564029024246
1436	TTC27	1.5817821207609613	0.17175508184319943	4.2429134496143217e-10	1.1792441213620293e-09
1437	MRPS16	0.9869778564539679	-0.0038444277517452607	0.21735423542880372	0.26097776486760027
1438	SUPV3L1	0.9812353218000013	-0.005539752297280209	0.957226103526739	0.965293748731347
1439	MRPL39	0.9594854663859743	-0.01196079561127511	0.5277339028158442	0.5816984013995004
1440	HAUS8	1.6455837092375258	0.1905907363940565	4.3609301713500956e-43	1.897401072734687e-41
1441	CABIN1	0.9717082951653013	-0.008352343439175292	0.2241321933940975	0.26817416939603766
1442	NCAPH2	2.0278607298972227	0.303447454789426	8.867686275428196e-28	1.2337426312267252e-26
1443	PTCD3	1.921679834910385	0.272100482000378	4.0750041512283746e-09	1.009470490050673e-08
1444	TTI1	1.4215471364777224	0.12445013406702121	2.577689880101745e-15	1.1771778402831061e-14
1445	C1orf109	1.034882894741898	0.010298209978481021	0.3771728885204654	0.4300022497520122
1446	UTP23	1.7282360684605496	0.21499155968562805	9.32896821476746e-12	2.988516859161785e-11
1447	HNRNPC	1.8654561825064706	0.2555020035054956	8.5496877180127055e-19	5.5146638030200556e-18
1448	WDR46	1.8898435987644842	0.26270171371635703	8.764994426599793e-09	2.1080031821963122e-08
1449	GABPB1	1.7258287426079704	0.21428086330277568	4.2173029794288414e-15	1.861993732430483e-14
1450	KATNB1	1.0336686692483037	0.009939743481168273	0.22458805401764337	0.26852784205515073
1451	SMC6	2.047412427407209	0.3092195527727894	7.618694291850218e-18	4.4037525218351625e-17
1452	CDK11A	1.1869758998073985	0.05519946355883354	0.008519873704116061	0.01209256095726556
1453	MEF2A	1.5389194397445511	0.15910106064989898	5.20950227286334e-05	8.760603611357677e-05
1454	DDX56	1.971655769212782	0.2868544945077946	7.557603948955942e-11	2.2355186959025425e-10
1455	HSP90B1	1.2304049469553944	0.06802068868950573	9.981078932542831e-09	2.3813282039456625e-08
1456	RPL11	1.7813908894745918	0.23068405058185232	1.1167023065910827e-22	1.043854929559555e-21
1457	LENG8	1.2669830348681477	0.07881935757074487	4.360017287943878e-05	7.37351333572417e-05
1458	SRSF7	1.8384551869488055	0.24753070628551782	2.3684707320869754e-53	1.6193572748240376e-51
1459	INO80D	1.1584818750303119	0.04678739075187033	0.0007807369633395204	0.0011968632628260552
1460	MBTPS2	1.0058432453285346	0.0017250565870254864	0.4845002264809728	0.5382586081564382
1461	NDUFA2	1.6298578840766296	0.18594812141642753	3.812911492400207e-09	9.484716425482011e-09
1462	RPS24	2.0512252182672523	0.310345173830654	7.252590070307084e-16	3.5061511188373435e-15
1463	RPL6	2.05557010799919	0.3116278823651352	3.153390094678132e-34	7.052394856602589e-33
1464	SMNDC1	1.4969932385996367	0.14672350924010252	3.396749671630945e-18	2.0578283453703423e-17
1465	TP53I13	1.0834089953723256	0.024624199189715146	0.02275121121021632	0.030933891151163437
1466	RFC1	1.6716153771396478	0.19827586643070294	3.1241108592238376e-10	8.795290924850169e-10
1467	SLC7A6OS	1.5004211617359862	0.1477355087461475	8.18092451612289e-24	8.402125479434367e-23
1468	BANP	2.052512514423129	0.3107252124202206	5.424648795372031e-17	2.8847076816278377e-16
1469	GTPBP4	1.745109974036566	0.2199731136554069	2.2979195452618767e-11	7.068022457341479e-11
1470	KPNA6	1.761215426992087	0.22472780324070935	2.1122629997499235e-12	7.210621053354589e-12
1471	U2AF2	1.7340531422074703	0.21670888983696285	1.9497641337200724e-10	5.594467112700399e-10
1472	ELOF1	1.2391500984345616	0.07060245281465782	1.4735004729367937e-08	3.473976977081524e-08
1473	PPP2R3C	1.0601147164249909	0.01774720753888087	0.32837051501867476	0.3782361891297869
1474	POLR2I	1.7676162502871822	0.2266174693024215	2.7351942423282794e-48	1.5221674004399007e-46
1475	BTF3L4	0.934555204735402	-0.019320765911781723	0.016119687835685112	0.022271601033946
1476	RNPC3	1.7207864138119289	0.21279225517244732	2.5730754766254548e-20	1.9302099108353334e-19
1477	SNRNP200	1.6572276301583444	0.19402828203075478	2.1414307236046557e-33	4.495126071566615e-32
1478	CCDC59	2.046752432127086	0.30902470741864635	5.424898049762296e-20	3.9365767229650687e-19
1479	DDX17	0.8826307034009344	-0.03465003894737073	0.0004990532109314315	0.0007790178302406494
1480	TMED2	1.1124728225242433	0.03320449038983825	0.0033484273912222423	0.004912806098831898
1481	HPS5	1.4908252711838546	0.14490258743707735	4.681302569241012e-06	8.663849225207843e-06
1482	NLE1	2.2652901892748223	0.37354193650716433	5.639981694219676e-22	4.872374077352955e-21
1483	MRGBP	1.8225549708426223	0.24283660720411254	9.936153231461565e-11	2.9103077947230756e-10
1484	UBTF	0.9818556016195797	-0.005356631834523395	0.8585573765589956	0.8813933084966437
1485	NDUFB3	1.0080190031696954	0.0023673889185704677	0.9338169512185647	0.945272404511855
1486	TINF2	1.927910585206109	0.2739399387124318	1.007468023941248e-21	8.610253504612167e-21
1487	NOB1	1.884915000113476	0.2612466812661178	6.094891579814979e-09	1.4913165184557513e-08
1488	NSF	1.577549972119911	0.1705056569979233	1.4018238302283684e-11	4.431392900576599e-11
1489	GLI4	0.9705618196293649	-0.008690808635129443	0.4758803239492203	0.5303454746159839
1490	TTK	2.0124151443658285	0.2988875728123194	1.5425633762676696e-36	4.05643314220718e-35
1491	EEF1A1	1.357154966613044	0.10544012669398067	0.00748365969778705	0.010653419189056757
1492	ESYT1	1.4203626187479275	0.1241004379653955	3.0373886179728265e-10	8.571310097652092e-10
1493	VPS51	1.2569080044879588	0.07584498347815727	0.000569297497414288	0.0008840551014356854
1494	EWSR1	1.0388953400436063	0.0114827734887602	0.33607973271295577	0.38646746774728646
1495	SPTLC1	1.2865404312817974	0.08459313799781037	0.002334198581451398	0.0034608037208260192
1496	RBM48	2.029755583115967	0.304006857799681	1.949448048777759e-14	8.05704521714193e-14
1497	TAF1B	2.0616232173548146	0.31341489550232354	5.08312513617026e-07	1.033468007719238e-06
1498	RPL21	2.0495644665293455	0.30985488280848866	1.0613312430992012e-13	4.0897997821842004e-13
1499	NAA50	1.7282106482263895	0.21498405506449442	5.34200963373283e-12	1.755965529330036e-11
1500	PPME1	1.0769807618038252	0.022726441002817177	0.024142362024225622	0.03273239225154216
1501	RTF1	1.91444908430171	0.2699658028511523	1.1799548751013232e-20	9.079202624171918e-20
1502	PTPMT1	0.9334915022384855	-0.019634794657071686	0.11684320838892057	0.14585591949644597
1503	RARS	1.4938930571524445	0.1458082664040133	7.247399900566227e-10	1.9730407237832743e-09
1504	CCNQ	1.4435761482910405	0.13095359058777573	2.15432959339497e-08	5.010020133133297e-08
1505	EIF2S3	1.5597313116425904	0.16524519027093731	5.122361083640929e-19	3.4049472425424283e-18
1506	GEMIN6	1.2186878400976033	0.06456153692888938	0.0004944181367768192	0.0007722862932812848
1507	PPP6C	1.2712273916213324	0.08007238652351062	9.094609094596203e-88	3.1090570804812447e-85
1508	RRP7A	2.118202834456223	0.33011846272985973	1.369159286633405e-12	4.797069067223628e-12
1509	TRMT5	1.26921258420082	0.07947757035254316	2.9862698821621898e-06	5.626884903948126e-06
1510	GLRX3	1.0660089865968023	0.019487327799780685	0.07227905677264544	0.09274197472222014
1511	CPSF4	1.6953532232367008	0.20528380901554527	1.5724032802064216e-11	4.9315347962437315e-11
1512	TFAM	0.9979986462240957	-0.0005908443544604403	0.7290129991017997	0.7719150915268171
1513	OSGEP	1.2475212448970445	0.0730738023018242	2.785183447111543e-06	5.268730426037884e-06
1514	RPA1	2.032655377415655	0.3048629418722199	2.3141097228294807e-26	2.782746013432637e-25
1515	BOP1	1.3314087046512337	0.09783925486824768	1.4608909319752192e-08	3.4476449706279085e-08
1516	ECT2	2.3476248135371285	0.39784895733861364	7.635228312106419e-13	2.735981662540849e-12
1517	LETM1	1.2390312327118735	0.07056736099729166	1.4331354900422905e-09	3.748080030241749e-09
1518	DNM1L	0.9920696374469562	-0.002341220227879637	0.6025599970603608	0.6542314305650831
1519	ZNF207	1.5747048067829017	0.1696657006158394	7.050673303074129e-18	4.095209032586502e-17
1520	CSNK2B	1.3532590353898057	0.1042899607431475	7.621047539389065e-09	1.8402791888756843e-08
1521	ALG2	1.4293361519015284	0.1267496254639791	9.986663727627545e-11	2.9215264425687915e-10
1522	EMC7	1.1595612567407334	0.04710604835133564	0.004716723642495407	0.006832396898602607
1523	NOC2L	2.0067740723641	0.297222202308886	1.2721942945015009e-05	2.2467608463041267e-05
1524	PRDM4	1.0855230438404428	0.025248313535455147	0.05122516526507465	0.06698460135482166
1525	KANSL2	1.945349014045585	0.27908815256373304	4.2908466051629973e-10	1.189802540690041e-09
1526	BUD23	1.873400126725948	0.2578472333447858	1.6252309371632953e-05	2.8450458175799306e-05
1527	TIMM23B	1.5412077298846396	0.15977661503059704	1.5988182331331238e-74	3.1883100265729714e-72
1528	PSMB7	2.291012232218256	0.3811356583375038	3.766970920592322e-09	9.389959805184818e-09
1529	SEC61G	1.8085735634424878	0.2387089833280947	3.8968617934631283e-05	6.620471699385558e-05
1530	DCUN1D5	1.681622218540848	0.20123010961302523	1.4422233560488694e-22	1.342895132694531e-21
1531	WDR75	2.115638371553274	0.32936137597854515	4.71973043544876e-09	1.1655639764735689e-08
1532	MRPS11	0.8817585813916841	-0.03490750885187749	0.02683808055243352	0.03628447839659515
1533	SNRPF	1.7348020518170617	0.21692998468793606	7.970617654315696e-14	3.1014126905329206e-13
