"","method","unit","AUC","method_type","dataset"
"Teo2019.617","LMNB1","Fold04.Rep3",0.372427983539095,"Marker","Teo2019"
"Teo2019.618","IL1A","Fold04.Rep3",0.56014231824417,"Marker","Teo2019"
"Teo2019.619","RB1","Fold04.Rep3",0.489218964334705,"Marker","Teo2019"
"Teo2019.620","CDK1","Fold04.Rep3",0.367498285322359,"Marker","Teo2019"
"Teo2019.621","CDK4","Fold04.Rep3",0.558191872427984,"Marker","Teo2019"
"Teo2019.622","CDK6","Fold04.Rep3",0.632544581618656,"Marker","Teo2019"
"Teo2019.623","MKI67","Fold04.Rep3",0.677962105624143,"Marker","Teo2019"
"Teo2019.624","CDKN2B","Fold04.Rep3",0.764146090534979,"Marker","Teo2019"
"Teo2019.625","hUSI","Fold05.Rep3",0.832776063100137,"hUSI","Teo2019"
"Teo2019.626","DAS","Fold05.Rep3",0.758519804526749,"Senecence Score","Teo2019"
"Teo2019.627","mSS","Fold05.Rep3",0.682355967078189,"Senecence Score","Teo2019"
"Teo2019.628","DAS+mSS","Fold05.Rep3",0.779331704389575,"Senecence Score","Teo2019"
"Teo2019.629","lassoCS","Fold05.Rep3",0.494641632373114,"Senecence Score","Teo2019"
"Teo2019.630","CSS","Fold05.Rep3",0.526427469135803,"Senecence Score","Teo2019"
"Teo2019.631","SenMayo","Fold05.Rep3",0.863790294924554,"Gene set","Teo2019"
"Teo2019.632","CellAge","Fold05.Rep3",0.556927297668038,"Gene set","Teo2019"
"Teo2019.633","GenAge","Fold05.Rep3",0.615376371742112,"Gene set","Teo2019"
"Teo2019.634","ASIG","Fold05.Rep3",0.714956275720165,"Gene set","Teo2019"
"Teo2019.635","SASP","Fold05.Rep3",0.698366769547325,"Gene set","Teo2019"
"Teo2019.636","AgingAtlas","Fold05.Rep3",0.740955075445816,"Gene set","Teo2019"
"Teo2019.637","SenUp","Fold05.Rep3",0.763245884773663,"Gene set","Teo2019"
"Teo2019.638","SigRS","Fold05.Rep3",0.787701474622771,"Gene set","Teo2019"
"Teo2019.639","GLB1","Fold05.Rep3",0.531110682441701,"Marker","Teo2019"
"Teo2019.640","TP53","Fold05.Rep3",0.522376543209877,"Marker","Teo2019"
"Teo2019.641","CDKN1A","Fold05.Rep3",0.701228137860082,"Marker","Teo2019"
"Teo2019.642","CDKN2A","Fold05.Rep3",0.709308556241427,"Marker","Teo2019"
"Teo2019.643","LMNB1","Fold05.Rep3",0.367466135116598,"Marker","Teo2019"
"Teo2019.644","IL1A","Fold05.Rep3",0.557741769547325,"Marker","Teo2019"
"Teo2019.645","RB1","Fold05.Rep3",0.477001886145405,"Marker","Teo2019"
"Teo2019.646","CDK1","Fold05.Rep3",0.357542438271605,"Marker","Teo2019"
"Teo2019.647","CDK4","Fold05.Rep3",0.567365397805213,"Marker","Teo2019"
"Teo2019.648","CDK6","Fold05.Rep3",0.629693930041152,"Marker","Teo2019"
"Teo2019.649","MKI67","Fold05.Rep3",0.704453875171468,"Marker","Teo2019"
"Teo2019.650","CDKN2B","Fold05.Rep3",0.776974022633745,"Marker","Teo2019"
"Teo2019.651","hUSI","Fold06.Rep3",0.816143689986283,"hUSI","Teo2019"
"Teo2019.652","DAS","Fold06.Rep3",0.75252914951989,"Senecence Score","Teo2019"
"Teo2019.653","mSS","Fold06.Rep3",0.697938100137174,"Senecence Score","Teo2019"
"Teo2019.654","DAS+mSS","Fold06.Rep3",0.778399348422496,"Senecence Score","Teo2019"
"Teo2019.655","lassoCS","Fold06.Rep3",0.491844564471879,"Senecence Score","Teo2019"
"Teo2019.656","CSS","Fold06.Rep3",0.520201045953361,"Senecence Score","Teo2019"
"Teo2019.657","SenMayo","Fold06.Rep3",0.856052812071331,"Gene set","Teo2019"
"Teo2019.658","CellAge","Fold06.Rep3",0.573623971193416,"Gene set","Teo2019"
"Teo2019.659","GenAge","Fold06.Rep3",0.633316186556927,"Gene set","Teo2019"
"Teo2019.660","ASIG","Fold06.Rep3",0.719950274348423,"Gene set","Teo2019"
"Teo2019.661","SASP","Fold06.Rep3",0.715149176954733,"Gene set","Teo2019"
"Teo2019.662","AgingAtlas","Fold06.Rep3",0.750364368998628,"Gene set","Teo2019"
"Teo2019.663","SenUp","Fold06.Rep3",0.746292009602195,"Gene set","Teo2019"
"Teo2019.664","SigRS","Fold06.Rep3",0.787572873799726,"Gene set","Teo2019"
"Teo2019.665","GLB1","Fold06.Rep3",0.545921210562414,"Marker","Teo2019"
"Teo2019.666","TP53","Fold06.Rep3",0.52181927297668,"Marker","Teo2019"
"Teo2019.667","CDKN1A","Fold06.Rep3",0.699266975308642,"Marker","Teo2019"
"Teo2019.668","CDKN2A","Fold06.Rep3",0.701442472565158,"Marker","Teo2019"
"Teo2019.669","LMNB1","Fold06.Rep3",0.38028335048011,"Marker","Teo2019"
"Teo2019.670","IL1A","Fold06.Rep3",0.567065329218107,"Marker","Teo2019"
"Teo2019.671","RB1","Fold06.Rep3",0.475308641975309,"Marker","Teo2019"
"Teo2019.672","CDK1","Fold06.Rep3",0.374549897119342,"Marker","Teo2019"
"Teo2019.673","CDK4","Fold06.Rep3",0.563593106995885,"Marker","Teo2019"
"Teo2019.674","CDK6","Fold06.Rep3",0.628075703017833,"Marker","Teo2019"
"Teo2019.675","MKI67","Fold06.Rep3",0.679719650205761,"Marker","Teo2019"
"Teo2019.676","CDKN2B","Fold06.Rep3",0.765603566529492,"Marker","Teo2019"
"Teo2019.677","hUSI","Fold07.Rep3",0.824781378600823,"hUSI","Teo2019"
"Teo2019.678","DAS","Fold07.Rep3",0.771658521947874,"Senecence Score","Teo2019"
"Teo2019.679","mSS","Fold07.Rep3",0.687124914266118,"Senecence Score","Teo2019"
"Teo2019.680","DAS+mSS","Fold07.Rep3",0.785815329218107,"Senecence Score","Teo2019"
"Teo2019.681","lassoCS","Fold07.Rep3",0.491919581618656,"Senecence Score","Teo2019"
"Teo2019.682","CSS","Fold07.Rep3",0.533875600137174,"Senecence Score","Teo2019"
"Teo2019.683","SenMayo","Fold07.Rep3",0.858796296296296,"Gene set","Teo2019"
"Teo2019.684","CellAge","Fold07.Rep3",0.571502057613169,"Gene set","Teo2019"
"Teo2019.685","GenAge","Fold07.Rep3",0.648619684499314,"Gene set","Teo2019"
"Teo2019.686","ASIG","Fold07.Rep3",0.725330075445816,"Gene set","Teo2019"
"Teo2019.687","SASP","Fold07.Rep3",0.714763374485597,"Gene set","Teo2019"
"Teo2019.688","AgingAtlas","Fold07.Rep3",0.765110596707819,"Gene set","Teo2019"
"Teo2019.689","SenUp","Fold07.Rep3",0.751200274348423,"Gene set","Teo2019"
"Teo2019.690","SigRS","Fold07.Rep3",0.789137517146776,"Gene set","Teo2019"
"Teo2019.691","GLB1","Fold07.Rep3",0.540391375171468,"Marker","Teo2019"
"Teo2019.692","TP53","Fold07.Rep3",0.525870198902606,"Marker","Teo2019"
"Teo2019.693","CDKN1A","Fold07.Rep3",0.710615997942387,"Marker","Teo2019"
"Teo2019.694","CDKN2A","Fold07.Rep3",0.702224794238683,"Marker","Teo2019"
"Teo2019.695","LMNB1","Fold07.Rep3",0.379008058984911,"Marker","Teo2019"
"Teo2019.696","IL1A","Fold07.Rep3",0.56241426611797,"Marker","Teo2019"
"Teo2019.697","RB1","Fold07.Rep3",0.462341392318244,"Marker","Teo2019"
"Teo2019.698","CDK1","Fold07.Rep3",0.373424639917695,"Marker","Teo2019"
"Teo2019.699","CDK4","Fold07.Rep3",0.579068072702332,"Marker","Teo2019"
"Teo2019.700","CDK6","Fold07.Rep3",0.641418038408779,"Marker","Teo2019"
"Teo2019.701","MKI67","Fold07.Rep3",0.683374056927298,"Marker","Teo2019"
"Teo2019.702","CDKN2B","Fold07.Rep3",0.777606310013717,"Marker","Teo2019"
"Teo2019.703","hUSI","Fold08.Rep3",0.827310528120713,"hUSI","Teo2019"
"Teo2019.704","DAS","Fold08.Rep3",0.759355709876543,"Senecence Score","Teo2019"
"Teo2019.705","mSS","Fold08.Rep3",0.689600480109739,"Senecence Score","Teo2019"
"Teo2019.706","DAS+mSS","Fold08.Rep3",0.782343106995885,"Senecence Score","Teo2019"
"Teo2019.707","lassoCS","Fold08.Rep3",0.492433984910837,"Senecence Score","Teo2019"
"Teo2019.708","CSS","Fold08.Rep3",0.517489711934156,"Senecence Score","Teo2019"
"Teo2019.709","SenMayo","Fold08.Rep3",0.856545781893004,"Gene set","Teo2019"
"Teo2019.710","CellAge","Fold08.Rep3",0.577739197530864,"Gene set","Teo2019"
"Teo2019.711","GenAge","Fold08.Rep3",0.627786351165981,"Gene set","Teo2019"
"Teo2019.712","ASIG","Fold08.Rep3",0.723165294924554,"Gene set","Teo2019"
"Teo2019.713","SASP","Fold08.Rep3",0.711119684499314,"Gene set","Teo2019"
"Teo2019.714","AgingAtlas","Fold08.Rep3",0.748006687242798,"Gene set","Teo2019"
"Teo2019.715","SenUp","Fold08.Rep3",0.753472222222222,"Gene set","Teo2019"
"Teo2019.716","SigRS","Fold08.Rep3",0.796039094650206,"Gene set","Teo2019"
"Teo2019.717","GLB1","Fold08.Rep3",0.538837448559671,"Marker","Teo2019"
"Teo2019.718","TP53","Fold08.Rep3",0.517671896433471,"Marker","Teo2019"
"Teo2019.719","CDKN1A","Fold08.Rep3",0.685742455418381,"Marker","Teo2019"
"Teo2019.720","CDKN2A","Fold08.Rep3",0.716263717421125,"Marker","Teo2019"
"Teo2019.721","LMNB1","Fold08.Rep3",0.376907578875171,"Marker","Teo2019"
"Teo2019.722","IL1A","Fold08.Rep3",0.557806069958848,"Marker","Teo2019"
"Teo2019.723","RB1","Fold08.Rep3",0.470271776406036,"Marker","Teo2019"
"Teo2019.724","CDK1","Fold08.Rep3",0.36792695473251,"Marker","Teo2019"
"Teo2019.725","CDK4","Fold08.Rep3",0.581897290809328,"Marker","Teo2019"
"Teo2019.726","CDK6","Fold08.Rep3",0.629372427983539,"Marker","Teo2019"
"Teo2019.727","MKI67","Fold08.Rep3",0.696952160493827,"Marker","Teo2019"
"Teo2019.728","CDKN2B","Fold08.Rep3",0.776556069958848,"Marker","Teo2019"
"Teo2019.729","hUSI","Fold09.Rep3",0.824931412894376,"hUSI","Teo2019"
"Teo2019.730","DAS","Fold09.Rep3",0.773941186556927,"Senecence Score","Teo2019"
"Teo2019.731","mSS","Fold09.Rep3",0.687403549382716,"Senecence Score","Teo2019"
"Teo2019.732","DAS+mSS","Fold09.Rep3",0.790648576817558,"Senecence Score","Teo2019"
"Teo2019.733","lassoCS","Fold09.Rep3",0.484557184499314,"Senecence Score","Teo2019"
"Teo2019.734","CSS","Fold09.Rep3",0.527091906721536,"Senecence Score","Teo2019"
"Teo2019.735","SenMayo","Fold09.Rep3",0.864519032921811,"Gene set","Teo2019"
"Teo2019.736","CellAge","Fold09.Rep3",0.575895919067215,"Gene set","Teo2019"
"Teo2019.737","GenAge","Fold09.Rep3",0.638524519890261,"Gene set","Teo2019"
"Teo2019.738","ASIG","Fold09.Rep3",0.727023319615912,"Gene set","Teo2019"
"Teo2019.739","SASP","Fold09.Rep3",0.736196844993141,"Gene set","Teo2019"
"Teo2019.740","AgingAtlas","Fold09.Rep3",0.760223765432099,"Gene set","Teo2019"
"Teo2019.741","SenUp","Fold09.Rep3",0.750128600823045,"Gene set","Teo2019"
"Teo2019.742","SigRS","Fold09.Rep3",0.797989540466392,"Gene set","Teo2019"
"Teo2019.743","GLB1","Fold09.Rep3",0.545610425240055,"Marker","Teo2019"
"Teo2019.744","TP53","Fold09.Rep3",0.521519204389575,"Marker","Teo2019"
"Teo2019.745","CDKN1A","Fold09.Rep3",0.692719050068587,"Marker","Teo2019"
"Teo2019.746","CDKN2A","Fold09.Rep3",0.707465277777778,"Marker","Teo2019"
"Teo2019.747","LMNB1","Fold09.Rep3",0.370252486282579,"Marker","Teo2019"
"Teo2019.748","IL1A","Fold09.Rep3",0.560078017832647,"Marker","Teo2019"
"Teo2019.749","RB1","Fold09.Rep3",0.48062414266118,"Marker","Teo2019"
"Teo2019.750","CDK1","Fold09.Rep3",0.372042181069959,"Marker","Teo2019"
"Teo2019.751","CDK4","Fold09.Rep3",0.566229423868313,"Marker","Teo2019"
"Teo2019.752","CDK6","Fold09.Rep3",0.624110510973937,"Marker","Teo2019"
"Teo2019.753","MKI67","Fold09.Rep3",0.690039866255144,"Marker","Teo2019"
"Teo2019.754","CDKN2B","Fold09.Rep3",0.784572187928669,"Marker","Teo2019"
"Teo2019.755","hUSI","Fold10.Rep3",0.834726508916324,"hUSI","Teo2019"
"Teo2019.756","DAS","Fold10.Rep3",0.773073131001372,"Senecence Score","Teo2019"
"Teo2019.757","mSS","Fold10.Rep3",0.691057956104252,"Senecence Score","Teo2019"
"Teo2019.758","DAS+mSS","Fold10.Rep3",0.793263460219479,"Senecence Score","Teo2019"
"Teo2019.759","lassoCS","Fold10.Rep3",0.482338820301783,"Senecence Score","Teo2019"
"Teo2019.760","CSS","Fold10.Rep3",0.533650548696845,"Senecence Score","Teo2019"
"Teo2019.761","SenMayo","Fold10.Rep3",0.868634259259259,"Gene set","Teo2019"
"Teo2019.762","CellAge","Fold10.Rep3",0.573302469135803,"Gene set","Teo2019"
"Teo2019.763","GenAge","Fold10.Rep3",0.64883401920439,"Gene set","Teo2019"
"Teo2019.764","ASIG","Fold10.Rep3",0.735403806584362,"Gene set","Teo2019"
"Teo2019.765","SASP","Fold10.Rep3",0.717228223593964,"Gene set","Teo2019"
"Teo2019.766","AgingAtlas","Fold10.Rep3",0.769590192043896,"Gene set","Teo2019"
"Teo2019.767","SenUp","Fold10.Rep3",0.76684670781893,"Gene set","Teo2019"
"Teo2019.768","SigRS","Fold10.Rep3",0.804912551440329,"Gene set","Teo2019"
"Teo2019.769","GLB1","Fold10.Rep3",0.539491169410151,"Marker","Teo2019"
"Teo2019.770","TP53","Fold10.Rep3",0.512988683127572,"Marker","Teo2019"
"Teo2019.771","CDKN1A","Fold10.Rep3",0.706822273662551,"Marker","Teo2019"
"Teo2019.772","CDKN2A","Fold10.Rep3",0.701549639917695,"Marker","Teo2019"
"Teo2019.773","LMNB1","Fold10.Rep3",0.370038151577503,"Marker","Teo2019"
"Teo2019.774","IL1A","Fold10.Rep3",0.55778463648834,"Marker","Teo2019"
"Teo2019.775","RB1","Fold10.Rep3",0.472115054869685,"Marker","Teo2019"
"Teo2019.776","CDK1","Fold10.Rep3",0.362161351165981,"Marker","Teo2019"
"Teo2019.777","CDK4","Fold10.Rep3",0.545889060356653,"Marker","Teo2019"
"Teo2019.778","CDK6","Fold10.Rep3",0.629479595336077,"Marker","Teo2019"
"Teo2019.779","MKI67","Fold10.Rep3",0.69360853909465,"Marker","Teo2019"
"Teo2019.780","CDKN2B","Fold10.Rep3",0.771454903978052,"Marker","Teo2019"
"Tang2019.1","hUSI","Fold01.Rep1",0.828726851851852,"hUSI","Tang2019"
"Tang2019.2","DAS","Fold01.Rep1",0.57358024691358,"Senecence Score","Tang2019"
"Tang2019.3","mSS","Fold01.Rep1",0.594363425925926,"Senecence Score","Tang2019"
"Tang2019.4","DAS+mSS","Fold01.Rep1",0.599525462962963,"Senecence Score","Tang2019"
"Tang2019.5","lassoCS","Fold01.Rep1",0.458049768518519,"Senecence Score","Tang2019"
"Tang2019.6","CSS","Fold01.Rep1",0.458049768518519,"Senecence Score","Tang2019"
"Tang2019.7","SenMayo","Fold01.Rep1",0.41958912037037,"Gene set","Tang2019"
"Tang2019.8","CellAge","Fold01.Rep1",0.464126157407407,"Gene set","Tang2019"
"Tang2019.9","GenAge","Fold01.Rep1",0.482905092592593,"Gene set","Tang2019"
"Tang2019.10","ASIG","Fold01.Rep1",0.509091435185185,"Gene set","Tang2019"
"Tang2019.11","SASP","Fold01.Rep1",0.481020447530864,"Gene set","Tang2019"
"Tang2019.12","AgingAtlas","Fold01.Rep1",0.447717978395062,"Gene set","Tang2019"
"Tang2019.13","SenUp","Fold01.Rep1",0.756840277777778,"Gene set","Tang2019"
"Tang2019.14","SigRS","Fold01.Rep1",0.566161265432099,"Gene set","Tang2019"
"Tang2019.15","GLB1","Fold01.Rep1",0.545325038580247,"Marker","Tang2019"
"Tang2019.16","TP53","Fold01.Rep1",0.468086419753086,"Marker","Tang2019"
"Tang2019.17","CDKN1A","Fold01.Rep1",0.703174189814815,"Marker","Tang2019"
"Tang2019.18","CDKN2A","Fold01.Rep1",0.453936149691358,"Marker","Tang2019"
"Tang2019.19","LMNB1","Fold01.Rep1",0.498611111111111,"Marker","Tang2019"
"Tang2019.20","RB1","Fold01.Rep1",0.473947723765432,"Marker","Tang2019"
"Tang2019.21","CDK1","Fold01.Rep1",0.498596643518519,"Marker","Tang2019"
"Tang2019.22","CDK4","Fold01.Rep1",0.495146604938272,"Marker","Tang2019"
"Tang2019.23","CDK6","Fold01.Rep1",0.564855324074074,"Marker","Tang2019"
"Tang2019.24","MKI67","Fold01.Rep1",0.50194637345679,"Marker","Tang2019"
"Tang2019.25","CDKN2B","Fold01.Rep1",0.497406442901235,"Marker","Tang2019"
"Tang2019.26","hUSI","Fold02.Rep1",0.828886959876543,"hUSI","Tang2019"
"Tang2019.27","DAS","Fold02.Rep1",0.58047550154321,"Senecence Score","Tang2019"
"Tang2019.28","mSS","Fold02.Rep1",0.593789544753086,"Senecence Score","Tang2019"
"Tang2019.29","DAS+mSS","Fold02.Rep1",0.604899691358025,"Senecence Score","Tang2019"
"Tang2019.30","lassoCS","Fold02.Rep1",0.462566550925926,"Senecence Score","Tang2019"
"Tang2019.31","CSS","Fold02.Rep1",0.462566550925926,"Senecence Score","Tang2019"
"Tang2019.32","SenMayo","Fold02.Rep1",0.424664351851852,"Gene set","Tang2019"
"Tang2019.33","CellAge","Fold02.Rep1",0.470146604938272,"Gene set","Tang2019"
"Tang2019.34","GenAge","Fold02.Rep1",0.482646604938272,"Gene set","Tang2019"
"Tang2019.35","ASIG","Fold02.Rep1",0.512118055555556,"Gene set","Tang2019"
"Tang2019.36","SASP","Fold02.Rep1",0.480621141975309,"Gene set","Tang2019"
"Tang2019.37","AgingAtlas","Fold02.Rep1",0.450235339506173,"Gene set","Tang2019"
"Tang2019.38","SenUp","Fold02.Rep1",0.760283564814815,"Gene set","Tang2019"
"Tang2019.39","SigRS","Fold02.Rep1",0.574297839506173,"Gene set","Tang2019"
"Tang2019.40","GLB1","Fold02.Rep1",0.541145833333333,"Marker","Tang2019"
"Tang2019.41","TP53","Fold02.Rep1",0.46704475308642,"Marker","Tang2019"
"Tang2019.42","CDKN1A","Fold02.Rep1",0.709249614197531,"Marker","Tang2019"
"Tang2019.43","CDKN2A","Fold02.Rep1",0.459456018518518,"Marker","Tang2019"
"Tang2019.44","LMNB1","Fold02.Rep1",0.498595679012346,"Marker","Tang2019"
"Tang2019.45","RB1","Fold02.Rep1",0.476638695987654,"Marker","Tang2019"
"Tang2019.46","CDK1","Fold02.Rep1",0.499999035493827,"Marker","Tang2019"
"Tang2019.47","CDK4","Fold02.Rep1",0.499401041666667,"Marker","Tang2019"
"Tang2019.48","CDK6","Fold02.Rep1",0.560458140432099,"Marker","Tang2019"
"Tang2019.49","MKI67","Fold02.Rep1",0.49978587962963,"Marker","Tang2019"
"Tang2019.50","CDKN2B","Fold02.Rep1",0.497411265432099,"Marker","Tang2019"
"Tang2019.51","hUSI","Fold03.Rep1",0.823732638888889,"hUSI","Tang2019"
"Tang2019.52","DAS","Fold03.Rep1",0.581592399691358,"Senecence Score","Tang2019"
"Tang2019.53","mSS","Fold03.Rep1",0.58788387345679,"Senecence Score","Tang2019"
"Tang2019.54","DAS+mSS","Fold03.Rep1",0.601921296296296,"Senecence Score","Tang2019"
"Tang2019.55","lassoCS","Fold03.Rep1",0.447309027777778,"Senecence Score","Tang2019"
"Tang2019.56","CSS","Fold03.Rep1",0.447309027777778,"Senecence Score","Tang2019"
"Tang2019.57","SenMayo","Fold03.Rep1",0.425277777777778,"Gene set","Tang2019"
"Tang2019.58","CellAge","Fold03.Rep1",0.461994598765432,"Gene set","Tang2019"
"Tang2019.59","GenAge","Fold03.Rep1",0.476736111111111,"Gene set","Tang2019"
"Tang2019.60","ASIG","Fold03.Rep1",0.505129243827161,"Gene set","Tang2019"
"Tang2019.61","SASP","Fold03.Rep1",0.480032793209877,"Gene set","Tang2019"
"Tang2019.62","AgingAtlas","Fold03.Rep1",0.446529706790123,"Gene set","Tang2019"
"Tang2019.63","SenUp","Fold03.Rep1",0.755011574074074,"Gene set","Tang2019"
"Tang2019.64","SigRS","Fold03.Rep1",0.560665509259259,"Gene set","Tang2019"
"Tang2019.65","GLB1","Fold03.Rep1",0.544450231481482,"Marker","Tang2019"
"Tang2019.66","TP53","Fold03.Rep1",0.46893325617284,"Marker","Tang2019"
"Tang2019.67","CDKN1A","Fold03.Rep1",0.71514949845679,"Marker","Tang2019"
"Tang2019.68","CDKN2A","Fold03.Rep1",0.456806520061728,"Marker","Tang2019"
"Tang2019.69","LMNB1","Fold03.Rep1",0.498590856481481,"Marker","Tang2019"
"Tang2019.70","RB1","Fold03.Rep1",0.469975887345679,"Marker","Tang2019"
"Tang2019.71","CDK1","Fold03.Rep1",0.498609182098765,"Marker","Tang2019"
"Tang2019.72","CDK4","Fold03.Rep1",0.497555941358025,"Marker","Tang2019"
"Tang2019.73","CDK6","Fold03.Rep1",0.568227237654321,"Marker","Tang2019"
"Tang2019.74","MKI67","Fold03.Rep1",0.502608024691358,"Marker","Tang2019"
"Tang2019.75","CDKN2B","Fold03.Rep1",0.491779513888889,"Marker","Tang2019"
"Tang2019.76","hUSI","Fold04.Rep1",0.829091435185185,"hUSI","Tang2019"
"Tang2019.77","DAS","Fold04.Rep1",0.582732445987654,"Senecence Score","Tang2019"
"Tang2019.78","mSS","Fold04.Rep1",0.603211805555556,"Senecence Score","Tang2019"
"Tang2019.79","DAS+mSS","Fold04.Rep1",0.610726273148148,"Senecence Score","Tang2019"
"Tang2019.80","lassoCS","Fold04.Rep1",0.464878472222222,"Senecence Score","Tang2019"
"Tang2019.81","CSS","Fold04.Rep1",0.464878472222222,"Senecence Score","Tang2019"
"Tang2019.82","SenMayo","Fold04.Rep1",0.435657793209877,"Gene set","Tang2019"
"Tang2019.83","CellAge","Fold04.Rep1",0.472087191358025,"Gene set","Tang2019"
"Tang2019.84","GenAge","Fold04.Rep1",0.484645061728395,"Gene set","Tang2019"
"Tang2019.85","ASIG","Fold04.Rep1",0.516371527777778,"Gene set","Tang2019"
"Tang2019.86","SASP","Fold04.Rep1",0.485426311728395,"Gene set","Tang2019"
"Tang2019.87","AgingAtlas","Fold04.Rep1",0.453939043209877,"Gene set","Tang2019"
"Tang2019.88","SenUp","Fold04.Rep1",0.759054783950617,"Gene set","Tang2019"
"Tang2019.89","SigRS","Fold04.Rep1",0.570493827160494,"Gene set","Tang2019"
"Tang2019.90","GLB1","Fold04.Rep1",0.545289351851852,"Marker","Tang2019"
"Tang2019.91","TP53","Fold04.Rep1",0.468746141975309,"Marker","Tang2019"
"Tang2019.92","CDKN1A","Fold04.Rep1",0.70625675154321,"Marker","Tang2019"
"Tang2019.93","CDKN2A","Fold04.Rep1",0.455185185185185,"Marker","Tang2019"
"Tang2019.94","LMNB1","Fold04.Rep1",0.498595679012346,"Marker","Tang2019"
"Tang2019.95","RB1","Fold04.Rep1",0.475621141975309,"Marker","Tang2019"
"Tang2019.96","CDK1","Fold04.Rep1",0.497922453703704,"Marker","Tang2019"
"Tang2019.97","CDK4","Fold04.Rep1",0.49877025462963,"Marker","Tang2019"
"Tang2019.98","CDK6","Fold04.Rep1",0.565783179012346,"Marker","Tang2019"
"Tang2019.99","MKI67","Fold04.Rep1",0.500443672839506,"Marker","Tang2019"
"Tang2019.100","CDKN2B","Fold04.Rep1",0.494737654320988,"Marker","Tang2019"
"Tang2019.101","hUSI","Fold05.Rep1",0.838030478395062,"hUSI","Tang2019"
"Tang2019.102","DAS","Fold05.Rep1",0.584835069444444,"Senecence Score","Tang2019"
"Tang2019.103","mSS","Fold05.Rep1",0.601486304012346,"Senecence Score","Tang2019"
"Tang2019.104","DAS+mSS","Fold05.Rep1",0.610425347222222,"Senecence Score","Tang2019"
"Tang2019.105","lassoCS","Fold05.Rep1",0.456644483024691,"Senecence Score","Tang2019"
"Tang2019.106","CSS","Fold05.Rep1",0.456644483024691,"Senecence Score","Tang2019"
"Tang2019.107","SenMayo","Fold05.Rep1",0.433207947530864,"Gene set","Tang2019"
"Tang2019.108","CellAge","Fold05.Rep1",0.470285493827161,"Gene set","Tang2019"
"Tang2019.109","GenAge","Fold05.Rep1",0.488503086419753,"Gene set","Tang2019"
"Tang2019.110","ASIG","Fold05.Rep1",0.514367283950617,"Gene set","Tang2019"
"Tang2019.111","SASP","Fold05.Rep1",0.482594521604938,"Gene set","Tang2019"
"Tang2019.112","AgingAtlas","Fold05.Rep1",0.45570987654321,"Gene set","Tang2019"
"Tang2019.113","SenUp","Fold05.Rep1",0.76315200617284,"Gene set","Tang2019"
"Tang2019.114","SigRS","Fold05.Rep1",0.57173225308642,"Gene set","Tang2019"
"Tang2019.115","GLB1","Fold05.Rep1",0.543306327160494,"Marker","Tang2019"
"Tang2019.116","TP53","Fold05.Rep1",0.467889660493827,"Marker","Tang2019"
"Tang2019.117","CDKN1A","Fold05.Rep1",0.717110339506173,"Marker","Tang2019"
"Tang2019.118","CDKN2A","Fold05.Rep1",0.463014081790123,"Marker","Tang2019"
"Tang2019.119","LMNB1","Fold05.Rep1",0.499280478395062,"Marker","Tang2019"
"Tang2019.120","RB1","Fold05.Rep1",0.481935763888889,"Marker","Tang2019"
"Tang2019.121","CDK1","Fold05.Rep1",0.498609182098765,"Marker","Tang2019"
"Tang2019.122","CDK4","Fold05.Rep1",0.49479263117284,"Marker","Tang2019"
"Tang2019.123","CDK6","Fold05.Rep1",0.566669560185185,"Marker","Tang2019"
"Tang2019.124","MKI67","Fold05.Rep1",0.499037422839506,"Marker","Tang2019"
"Tang2019.125","CDKN2B","Fold05.Rep1",0.49462962962963,"Marker","Tang2019"
"Tang2019.126","hUSI","Fold06.Rep1",0.826568287037037,"hUSI","Tang2019"
"Tang2019.127","DAS","Fold06.Rep1",0.578178047839506,"Senecence Score","Tang2019"
"Tang2019.128","mSS","Fold06.Rep1",0.592945601851852,"Senecence Score","Tang2019"
"Tang2019.129","DAS+mSS","Fold06.Rep1",0.601282793209877,"Senecence Score","Tang2019"
"Tang2019.130","lassoCS","Fold06.Rep1",0.451239390432099,"Senecence Score","Tang2019"
"Tang2019.131","CSS","Fold06.Rep1",0.451239390432099,"Senecence Score","Tang2019"
"Tang2019.132","SenMayo","Fold06.Rep1",0.422588734567901,"Gene set","Tang2019"
"Tang2019.133","CellAge","Fold06.Rep1",0.463996913580247,"Gene set","Tang2019"
"Tang2019.134","GenAge","Fold06.Rep1",0.473888888888889,"Gene set","Tang2019"
"Tang2019.135","ASIG","Fold06.Rep1",0.503777006172839,"Gene set","Tang2019"
"Tang2019.136","SASP","Fold06.Rep1",0.472397762345679,"Gene set","Tang2019"
"Tang2019.137","AgingAtlas","Fold06.Rep1",0.441275077160494,"Gene set","Tang2019"
"Tang2019.138","SenUp","Fold06.Rep1",0.758080632716049,"Gene set","Tang2019"
"Tang2019.139","SigRS","Fold06.Rep1",0.566404320987654,"Gene set","Tang2019"
"Tang2019.140","GLB1","Fold06.Rep1",0.543154899691358,"Marker","Tang2019"
"Tang2019.141","TP53","Fold06.Rep1",0.468831983024691,"Marker","Tang2019"
"Tang2019.142","CDKN1A","Fold06.Rep1",0.706637731481481,"Marker","Tang2019"
"Tang2019.143","CDKN2A","Fold06.Rep1",0.455819830246914,"Marker","Tang2019"
"Tang2019.144","LMNB1","Fold06.Rep1",0.498589891975309,"Marker","Tang2019"
